831361	99067	84787	17728113	
54889	60690	40608	239635	
348074	286491	112009	1792580	
46410	41055	21420	104869	
40162	62028	26328	163773	
62474	50873	33469	202597	
99960	43733	26329	358338	
11156	10710	25436	95497	
15619	8032	12941	29453	
29898	15172	17404	54889	
23205	11156	12049	57566	
8033	6247	13388	22759	
34001456	8816085	410995	53116957	
37485	11602	20081	38378	
11156	10710	16065	34807	
23205	24990	24543	92373	
27668	21419	19635	35254	
20527	14280	23651	37931	
12048	10710	11602	29899	
48641	61136	15172	19635	
5355	4909	8479	5355	
4909	5355	12495	8925	
17404	7586	14280	10264	
8478	7586	26329	11156	
21420	10264	17849	10264	
8478	8479	31684	11156	
21866	17850	26775	108438	
45518	38378	49980	58012	
9371	9818	39716	10264	
60690	22312	26775	28114	
30066437	4395994	505599	12301732	
