BIGGEST	SMALLEST	RANDOM	SIMILARITY
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
10	10	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
4	4	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
2	2	
