BIGGEST	SMALLEST	RANDOM	SIMILARITY
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
0.89	0.89	
