2665442	1290551	1492255	2183048	
1496271	1642195	2069255	1675663	
3122401	9915641	5153277	8132432	
302111	1762681	481949	522557	
343611	533713	607791	681421	
1145074	1637286	2781020	1326696	
716229	1656474	1439598	2240168	
39270	33915	64706	51765	
54889	63814	74077	95498	
148154	156634	216876	235619	
151279	103530	99960	208844	
44625	54889	70062	73185	
2580942780	3048507210	2336088918	2390316586	
114240	83448	126288	197688	
120487	207060	232049	294078	
453388	624748	696147	989779	
265965	407425	364139	421705	
203489	406532	307466	458297	
190549	363246	470346	756391	
286045	248561	7342573	276228	
42840	48641	51765	74078	
34807	45517	42394	39270	
27667	31684	39716	46409	
29007	33469	52657	47748	
41055	40163	41501	47748	
28560	35254	43286	43286	
107546	87911	193671	190102	
176269	188763	375741	1102680	
25883	33915	43287	41055	
163327	195010	232049	357445	
1311147644	1420059048	1489749226	724736981	
