708195	52211	49533	94159	
33468	28114	105761	72739	
45963	13296396	97282	377526	
75416	371278	567181	90588	
561380	44179	34361	33022	
38824	889372	111116	435537	
1270021	363246	1412374	69615	
56673	115132	47302	57566	
61136	473022	891157	381095	
117810	24544	21420	22313	
20081	20974	26774	960325	
74524	244990	149493	104422	
51318	12941	11157	11602	
11156	11157	26329	21866	
26775	98621	63367	83002	
22758	14726	15619	16065	
14726	19188	24990	17404	
13834	49980	41055	39269	
27221	21866	56227	23205	
20974	31683	43286	21866	
22312	91927	77201	76755	
29453	22313	35700	26775	
215537	25436	33023	23651	
25882	92820	83894	97728	
66937	58459	52211	44178	
45963	43732	40162	40608	
33915	232942	152171	226247	
34807	25436	24544	23651	
21866	24990	28114	22312	
1358378	83895	130305	76309	
21420	24990	16958	19189	
16065	29899	17850	22758	
20974	89249	54889	48195	
22759	16512	15172	16512	
15173	16511	17403	30791	
26328	71400	64260	77647	
23651	18742	19635	18296	
11156	10264	18742	13388	
13387	30791	24097	32130	
27221	9371	9371	9371	
8925	8925	15619	14727	
12495	35254	27222	27668	
14726	9371	10710	9818	
24098	9818	15619	19189	
19635	42840	26775	41947	
20527	15172	20528	16511	
28560	22313	23205	17850	
31238	54888	66491	57566	
58012	35253	24989	23651	
20974	20527	36592	26329	
26329	130304	89250	75862	
64260	21866	23205	24544	
20973	22313	24990	21419	
50872	79432	95943	56673	
64260	19189	19635	20081	
23651	21420	52211	22759	
38378	69168	61582	55781	
21866	13834	18296	9818	
8479	9818	33023	11602	
10710	24098	21420	21420	
