2849742	732740	2187064	1535541	2869824	1578381	4873034	1109374	
865276	749698	1343208	2831893	1345439	1270915	1223167	1502519	
2140207	2465969	6737013	3452178	5723137	3831489	5020742	5532143	
222678	242313	1683696	303449	404747	381543	498906	486411	
530143	375295	457405	413672	512293	458298	685437	613145	
1818462	963450	1263775	1139719	1321342	1383817	2064792	2186617	
1174526	1126331	761746	852334	1378461	2303088	1983128	2317368	
97282	26329	39269	28560	1749741	222231	67383	33022	
40609	36592	43286	39716	49534	48641	121826	81217	
90143	65152	114686	102637	161989	182962	291847	199026	
80325	60243	107992	101745	132090	130305	1307508	162880	
29452	36146	42840	33915	44178	39270	71846	49980	
2916924599	2910092088	2931753882	3015471435	3000953187	2807838265	2709423518	2350639742	
41948	28560	53550	67384	84341	52211	86126	80770	
73631	48641	110223	110224	116025	121379	162881	168682	
429737	529697	936675	954972	586371	569413	1008075	1246818	
145923	195903	406086	372617	268195	389575	378865	427952	
164665	107100	233834	204382	270426	247668	407871	449372	
103530	107100	257039	217323	257486	265518	419474	639921	
128966	56674	40162	37485	142354	91928	187424	59797	
9818	11602	21420	32130	35699	18296	25436	16958	
10264	8033	14726	12049	15172	14280	29007	26329	
13388	8925	16065	13834	17850	15619	33468	26775	
15618	28560	34361	40608	105761	20082	21420	23651	
11603	11156	16957	19635	20528	17850	1135702	42840	
21419	13387	26329	16065	19188	24990	34808	30791	
60690	71846	81217	64706	102191	98621	90588	159757	
169574	119595	156187	133874	227140	334686	729170	898298	
16957	8925	16511	13834	18296	19635	22312	17850	
70508	64259	182962	108438	136998	125842	161542	147708	
1450536479	1355576142	1704899898	1667602449	1557634776	1606633305	804380732	606678823	
