10813940	1489131	1538665	2289255	
1134810	1988037	2334772	2233920	
2728363	14876585	5016725	5298308	
164220	537729	494444	541746	
207505	428399	376634	1299029	
1086615	2942116	1767144	2572176	
1288765	3781063	2666335	3628892	
29452	44178	37039	65152	
58459	42394	67383	63368	
91035	166005	144138	313712	
125396	157526	103084	207506	
71846	45071	110670	101298	
2470612306	3173470618	2535555740	6423154227	
77647	77648	76308	155294	
109330	189655	188764	153063	
481502	601543	594403	856351	
170021	242759	792537	895175	
205275	254362	402070	477932	
126735	238743	315944	448926	
153956	42840	212415	113793	
24544	26775	41501	29452	
29007	24097	29898	51765	
20973	24544	26774	59798	
15619	17404	20081	20528	
16958	21867	22312	29453	
24990	30791	31237	25882	
142354	86126	165112	215538	
254361	285153	408317	714890	
22759	23205	24097	24544	
86126	94605	134767	165558	
1338591033	1630108206	1506026139	918809552	
56227	75416	135213	160203	
102191	163327	221339	174930	
324423	1047791	996473	1079475	
54889	80325	87465	149047	
96390	131198	149047	200812	
282921	425274	523449	1053593	
996026	603327	610022	932213	
11603	14726	16958	23652	
15173	19188	26328	42393	
40608	65152	74970	108884	
39270	60690	59351	72739	
12941	18297	20082	28559	
1912323776	2208363232	2364858557	1970483340	
48195	68723	103976	76309	
55335	113347	117364	264625	
386005	596188	558257	975946	
141461	218661	251684	364138	
123164	235619	248561	516310	
103084	256146	217323	479271	
19635	39270	56674	49534	
9371	14280	15173	18743	
16958	30792	25436	147262	
15172	24990	27222	38823	
15172	20974	21866	32130	
14280	24097	27221	36146	
15172	23651	24990	31238	
41501	62029	105761	110669	
139229	263732	286491	232942	
12495	20527	21866	28114	
50872	116917	99960	126288	
1219907680	1415130680	1474399171	716726375	
