5986423	4235345	4682485	2185279	
1295013	2529336	4633398	7361761	
5277334	14915855	10183390	16638375	
805032	459636	451157	446695	
631442	941138	992457	1299922	
573875	799231	1046006	1281180	
225802	323084	451157	488642	
260163	594849	722923	1183004	
1566778	4390193	19281504	10849193	
316836	11059822	581461	737648	
293632	842517	1301706	1325358	
1181220	485964	413673	693470	
5471899	8124400	652862	900529	
215538	328439	374849	536391	
3694045	1635500	731401	1469050	
2318261	2121466	1615419	826006	
303896	539068	1190145	464544	
86572	173591	481056	208398	
119595	199473	817973	6651334	
235619	314605	284707	5402731	
