984424	96390	757284	115132	
60690	137891	155295	13388	
12495	69615	32130	30344	
37951648	22312	18742	44624	
36593	16511	12941	57566	
7587	5801	5802	5355	
7586	8032	120041	44624	
8479	31238	26531257	91927	
18742	53996	13388	17404	
25436	33023	8032	8033	
16957	9371	5801	11051790	
12941	11157	15172	12495	
786736	10263	132090	6694	
6248	6247	6248	6694	
6694	98621	40162	5355	
32130	29048544	214200	23651	
82110	48195	37932	43286	
61582	10710	24543	45071	
12941	8479	1336961	31237	
325315	23651	16512	19189	
14726	12049	9371	8925	
8479	8478	8925	8925	
12941	35254	8925	29899	
1571687	2709621	159311	2262033	
87464	89696	292293	831807	
68722	32129	89250	58459	
31684	71671522	74523	53996	
96836	56227	176714	62029	
31684	8479	10710	9371	
9818	7586	6694	47303	
36592	6694	26775	11176739	
