857243	40162	48641	83895	42394	28560	75416	24543	27221	1627022	108439	144585	
115132	95051	92373	61136	102191	64260	49533	35254	36592	281582	176268	175375	
180284	146815	153956	108885	77648	63814	41501	48195	38824	390913	341826	329332	
34807	25883	22759	25882	24098	24990	29453	24543	23651	108885	92819	137891	
21420	24990	17404	19189	17850	17850	24990	20974	43287	66491	54442	82556	
17850	10710	10710	17404	17850	18296	26775	37485	41501	129858	393591	1193714	
24097	16065	40162	21420	15619	14726	20081	14280	17404	95943	74524	56674	
22759	26328	25436	27221	37039	26775	20973	16065	16065	87018	103530	115132	
78986	76308	77648	66045	81217	65598	43732	32130	37931	354767	290508	284260	
63367	19188	50872	19189	17404	19188	23205	14280	847425	153509	74970	124504	
38378	31684	51765	33915	29452	26329	36146	32130	30345	137445	120487	112009	
37485	29899	27221	27222	29006	24097	28560	23204	25437	96390	1341423	147708	
81217	40608	59798	16511	28113	52211	22313	15619	15172	64260	29899	27668	
13388	12048	9818	9818	13834	14280	23204	18742	13387	52657	59797	60690	
26775	21866	16958	18743	16511	17404	24990	22758	22313	75416	28560	27222	
23205	19635	22312	15619	236512	28113	24544	22312	31684	53549	46409	44624	
59351	29006	27668	24097	22312	21866	28114	33469	24098	95051	79433	79879	
30345	25883	24097	24098	21420	21866	27221	21420	23205	71400	66045	64260	
31237	24543	42840	21866	21866	20973	33915	26329	22312	132089	66937	86573	
23652	17404	20973	16511	14726	16958	36592	17850	19188	46856	34361	37485	
