RANDOM	SIMILARITY
1405194	71849650	
370427	24155624	
341502	24344569	
215071	38573793	
271988	22902985	
144625	20887567	
267323	27180150	
408215	24193880	
429210	26033415	
189878	19884991	
181948	29243155	
232799	18754117	
226734	18477464	
114300	30284454	
97505	17131519	
155355	17828051	
81643	28348346	
114300	17836449	
100304	18426145	
138560	20210164	
118032	20768136	
80244	17670364	
77911	29822588	
141826	34129144	
192678	19978297	
114767	17460891	
139493	19246308	
139026	16064094	
107302	15938597	
128763	27043923	
118966	16671519	
195010	16619733	
155821	39071116	
120366	36595698	
112434	24062317	
134361	24843758	
362029	29685893	
135295	33364031	
105437	22888523	
63448	28982829	
138094	16950504	
292982	31066828	
132029	22532560	
105436	23668565	
145092	47367454	
282252	39615092	
121765	29579058	
152556	25483374	
148357	29040213	
123164	29163844	
98438	32936222	
93307	30901676	
91440	24918870	
145558	19821542	
116167	22663654	
93307	19797749	
141826	22130408	
148824	25078890	
208073	15387156	
72779	16006244	
160021	17942351	
70447	27887880	
91907	15928799	
51785	18609025	
92374	23302804	
77444	21982518	
88174	16830606	
85842	19153002	
123631	17514075	
58317	16915982	
92374	17038212	
141825	20465356	
157221	15709529	
96106	18084177	
326573	17406306	
82110	16522695	
62516	15169752	
113367	17009755	
114766	15395088	
77444	15530848	
143225	24767714	
68114	16057096	
50852	15591498	
92373	18955659	
158621	14883301	
78377	17385779	
93773	15926467	
64382	15328840	
57384	14902896	
48520	15320442	
138560	16996692	
304646	15679672	
134827	20539535	
133428	21281787	
81643	16264237	
76045	15453404	
227668	19294828	
90508	16203120	
87242	17358253	
61583	20164443	
25660	185213	
28459	153489	
15862	153023	
14462	389554	
16328	170284	
13996	181947	
18661	167951	
13529	153489	
22860	155355	
33124	318175	
17262	309311	
17728	263590	
21460	177282	
37789	392353	
17262	470265	
58317	296248	
26126	319108	
23327	252394	
23793	181481	
20061	274321	
54118	254260	
18195	284584	
24726	329838	
33591	337303	
26592	283651	
38255	286451	
24259	196876	
42454	390487	
24727	435274	
52252	298581	
20061	278986	
41055	278520	
29858	180547	
13529	146957	
11663	144159	
11663	157688	
17261	206673	
22860	316775	
16795	223002	
32657	162353	
17262	151156	
17262	192211	
18195	197809	
15396	156754	
13063	150689	
15395	171218	
20994	163286	
20994	254260	
77911	283652	
21926	196410	
18195	376491	
21461	215071	
17728	188945	
20994	199675	
35456	143692	
16795	157221	
26125	183347	
14929	289717	
32191	182414	
27058	177749	
16328	243530	
21927	154889	
27525	164219	
25193	290649	
20994	267789	
27525	309311	
21461	278520	
20994	269189	
25193	266856	
17262	264990	
25192	255193	
17262	267789	
16328	330771	
24260	259858	
14929	278519	
23794	257059	
43854	286917	
26593	167485	
15862	178215	
15862	201542	
21927	275254	
16329	182414	
26592	231867	
22393	153955	
14462	148357	
10730	163753	
13996	165152	
13996	149757	
20994	174016	
30791	252860	
18195	261258	
22860	487526	
36856	516918	
17261	256592	
16329	606959	
17728	259858	
15862	146025	
14929	236998	
11196	213205	
16329	192678	
28925	902273	
33124	1796614	
22860	878947	
35923	967587	
80243	898074	
22393	858418	
19595	1107547	
23793	864484	
31257	2424566	
54584	929798	
43388	1437852	
30324	1026837	
23793	1516229	
33123	864950	
25659	1126675	
22860	849089	
23327	1752294	
51785	1673450	
36389	1580143	
48986	1092618	
41522	881745	
32191	1000245	
23327	876614	
18194	979718	
42921	1633795	
21927	909738	
31258	968054	
32657	1719170	
42920	1516229	
36389	1549352	
38256	1128074	
38256	821096	
41988	1663653	
37322	1433653	
28925	920467	
41521	858885	
44787	872415	
61582	1050163	
48053	1280630	
22393	857486	
43854	1592740	
27992	877080	
29391	1547486	
39189	935397	
19594	904605	
27992	927932	
41055	830427	
34524	1232110	
90507	1106614	
30791	1226513	
26126	899940	
58783	871015	
52252	801035	
18195	1002578	
18662	817364	
48986	1937040	
142292	2024282	
21460	1984627	
37789	1083754	
18195	899940	
29391	843957	
10264	800102	
14930	819697	
30791	1391198	
29391	1009109	
20527	1163064	
22393	897607	
23327	1422923	
22860	1560083	
24726	1421523	
21461	890610	
18661	1612801	
22860	1723836	
27992	1578744	
21927	1331016	
28458	928398	
30792	1559150	
18661	917202	
69047	4000045	
42921	1254038	
23326	2084931	
25659	2622843	
28459	2259880	
31724	1843268	
47586	1765357	
35923	2470753	
25659	1534890	
26126	1654322	
19595	1640327	
14463	1024971	
19594	1566148	
27526	1582476	
16795	857486	
9797	1723369	
16795	1642192	
21927	944260	
23793	1562882	
23793	1147202	
16795	874747	
18662	911604	
13530	140893	
7931	153022	
24259	400284	
22860	681137	
31257	544909	
20060	333104	
23326	513651	
12596	384888	
17262	270589	
23793	338236	
9330	151623	
22860	233733	
12597	160953	
7931	138093	
5131	369960	
10264	137160	
5132	148357	
7931	161887	
5132	137627	
7464	140893	
17261	491259	
15862	213671	
18662	275720	
14930	274787	
13996	264057	
10264	265923	
9797	246795	
12597	259392	
17261	171684	
11197	393286	
10730	241197	
13996	162353	
6998	153023	
12129	266856	
18195	278986	
21927	245863	
12597	238864	
10264	245396	
13063	238397	
17728	273388	
60649	283185	
18195	321440	
12129	226267	
14463	266390	
13530	251461	
10263	247728	
18661	254260	
9797	272455	
15862	252860	
10264	1064626	
17729	255193	
20994	259858	
14462	263124	
9331	306511	
12596	382090	
22393	269655	
23327	295315	
19594	167952	
11663	201542	
11663	399351	
7464	264990	
15862	168884	
16329	162353	
12130	242130	
10264	239797	
11196	238864	
11197	234199	
25659	166086	
9798	149291	
12130	174483	
6997	135294	
7464	134828	
5599	131095	
4199	129696	
5132	243996	
9797	157688	
6998	173084	
9797	248195	
6998	159554	
8398	232333	
9797	230000	
10730	230001	
12130	236998	
11663	160953	
12596	161420	
9798	161420	
12596	160487	
9797	176349	
10731	162354	
21460	158154	
10730	149757	
12129	168884	
12597	150224	
13996	267322	
12130	238398	
33590	246796	
23327	250062	
13996	239797	
12597	240264	
10730	250061	
