RANDOM	SIMILARITY
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 7.631578947368421 Max: 15 Min: 1	Media: 7.631578947368421 Max: 15 Min: 1	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 9.944444444444445 Max: 27 Min: 5	Media: 9.944444444444445 Max: 27 Min: 5	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
Media: 11.285714285714286 Max: 17 Min: 7	Media: 11.285714285714286 Max: 17 Min: 7	
