1009414	121379	141461	1401667	
74524	44179	43286	283368	
429737	1915744	96389	1156676	
25883	50872	24543	56227	
20973	25436	26329	126288	
65599	49088	57566	209737	
50426	48194	29006	351644	
10710	10710	17403	36593	
12941	9818	15173	63368	
31237	16958	17404	57120	
11603	10710	12941	51765	
11156	38823	31237	67384	
43594906	9071785	751929	53171845	
41947	16064	16957	33023	
10263	8925	13388	29006	
16957	20527	24544	81664	
17403	22759	20082	53550	
24990	22313	21866	57566	
16065	13387	15619	38377	
65598	90588	26775	37038	
6694	5801	12048	7140	
7586	8032	19189	11603	
19189	14280	24544	17404	
10710	6694	18743	11157	
8479	7140	12049	7586	
6694	5802	23204	9371	
21866	20974	44625	50872	
91034	39270	30345	58012	
9372	8479	25883	11603	
38378	21420	28113	31237	
31905874	5864151	469007	10511382	
