1010307	54443	44178	81218	51318	35253	111562	37485	36592	3411123	338702	450265	
98621	89250	94605	79879	83002	57120	48641	36592	36146	207059	655539	183854	
194118	139676	137444	108885	166004	66492	41948	41055	35254	588601	349413	321745	
51318	25882	24097	27668	24097	24990	29899	30345	22759	132536	91034	94158	
20974	24543	26775	23204	23651	20974	29006	30345	31237	135214	84788	91035	
24544	19188	16958	18296	17403	19188	21420	27667	21867	88357	102191	2050511	
36146	16957	35700	24097	31237	14726	19189	14726	15619	99513	117809	57566	
44179	16065	24990	27221	37932	27221	25882	16958	15173	66044	110669	112901	
89250	78540	76309	67829	69169	66045	45964	39270	45963	343611	325762	348520	
92373	34808	34361	32577	28560	31684	37485	28113	1585967	157080	125395	133428	
45964	40162	31238	74970	37931	29898	38377	37039	33915	153956	95498	99960	
36146	30345	37931	24989	25883	24990	29006	23652	22313	70954	64706	79879	
33469	19189	15173	18742	60244	33915	25883	53549	22758	78986	40162	38378	
20973	16511	13388	11602	10264	9818	24097	14280	12495	47302	34361	33915	
23651	18743	18297	20081	16957	13388	24990	26775	19189	54442	41947	41054	
19635	12941	17850	12048	24990	20527	24990	20974	29452	51319	468561	44179	
45517	30791	25882	22759	22312	22312	27668	22312	24990	93712	87464	77647	
28113	27668	24543	27668	21867	21866	26329	25436	19635	66938	70954	41054	
17850	14726	33023	21866	19635	20081	19634	20081	32576	123165	68722	67384	
27667	20528	24544	18296	16065	20081	36592	18297	20527	48641	54889	40162	
