BIGGEST	SMALLEST	RANDOM	SIMILARITY
14929	12597	14929	173084	
17728	20527	13530	145091	
15862	7464	16795	150690	
12129	16329	38256	271521	
13529	8864	20060	266856	
9331	8864	20061	245396	
9797	7465	16795	244929	
8864	7931	15862	161886	
8864	6998	20993	306512	
24726	14462	22860	265457	
20527	21927	44321	294382	
11663	9331	16795	202008	
13996	8864	19128	160487	
10264	5599	14462	159554	
7931	6532	16329	146025	
12130	6532	13529	307445	
18661	19595	36857	524382	
25659	30325	35457	295315	
14929	13529	36856	258459	
13530	11197	25193	264057	
13529	12596	24726	270122	
14929	16329	29391	279919	
20061	17262	20528	278986	
22860	14929	21927	271522	
45720	42921	36856	1427588	
31257	31257	120831	1575012	
32191	28925	35923	897141	
32657	46653	62982	1612334	
29391	33590	34990	1030569	
33123	38256	33124	875214	
29858	29858	24726	855153	
23793	51785	46187	883145	
30324	34524	20528	1076289	
33124	33590	38255	906471	
32657	35923	26125	1517628	
44321	40121	50385	869149	
36389	35923	25660	1367872	
27059	27525	21461	1207385	
26126	20061	45254	2090063	
56450	38256	38722	1733633	
34057	42454	88175	1542354	
34990	36390	36390	1437385	
37790	25193	55517	988115	
27525	32191	32190	1619332	
38256	46653	52718	888743	
34523	28925	22860	1360407	
20528	38722	36389	970853	
29391	35923	42921	970386	
27525	37790	27059	1103814	
20528	60182	34057	862151	
25659	48519	43387	1085153	
32191	32657	33590	1343145	
47120	38255	29391	1839069	
33124	24260	25193	808033	
35457	35457	66247	2354587	
33591	57384	30792	1834870	
42921	50386	28459	1958501	
54118	40588	33124	1059028	
27526	34990	29391	1871260	
30791	34990	64848	1059960	
34990	37789	33123	1218582	
41988	38255	32191	2274343	
28459	41988	32657	2216493	
34057	32191	46186	1064626	
21460	34990	41055	1059961	
24726	35457	39188	1076756	
36856	41987	36856	2179637	
55984	34990	29392	1025904	
33590	22861	47119	877547	
25660	20061	32657	902739	
40588	29391	26126	915803	
20527	27992	39189	883611	
29858	41055	27526	792171	
18661	26592	40122	1518095	
31724	40122	27525	1590874	
31724	34990	66247	1331016	
24259	34990	42454	951725	
19128	34524	36389	1742030	
31257	35457	31258	971786	
46654	56917	99837	1230711	
40588	53651	69980	838358	
31257	29392	19128	1120610	
22394	17728	18661	856086	
31258	22860	28458	1557750	
25659	27992	27059	1188723	
30325	34990	24726	2171706	
21461	18195	26593	871015	
17728	32658	22393	1436452	
39189	32657	18661	1978562	
32190	34990	23327	1999090	
27526	33590	15395	1619799	
18195	107303	21460	1440184	
14463	19128	24259	933530	
32657	29391	19128	1633795	
26593	39188	17261	1516695	
24726	39655	22394	949859	
25193	28925	31258	1538623	
33123	30791	40121	1489637	
25193	29392	22860	1888521	
25193	27992	25192	1478906	
24260	31724	18661	1813876	
28926	33123	23794	2692823	
33124	29858	27525	1238642	
27525	33123	72779	974585	
32657	33123	26126	924667	
23793	30791	24259	942861	
23793	31724	17261	1119210	
25659	41522	33590	2060671	
27525	35456	34523	2046209	
42454	35456	17262	2150712	
31258	22394	24726	1186391	
18661	31724	21461	1188724	
28925	31724	19594	1186857	
26592	32657	15395	1985094	
27059	30791	35923	1888988	
29858	33124	22394	1506431	
28925	27991	30324	1388866	
26126	21460	18661	1230711	
17728	19128	11663	1046898	
16795	18195	13996	1059494	
29391	30791	14929	1268967	
26593	30791	13063	1251239	
18662	29858	17728	1150002	
34056	22860	11664	2252883	
73712	6998	10731	234665	
9797	4665	11664	154889	
6065	3732	9797	208073	
16795	4665	16328	139960	
6998	5131	12130	138093	
6531	2799	5132	136227	
6531	2799	6531	137161	
6065	3266	7931	136694	
10263	9797	16329	152089	
15862	5598	11663	153022	
11196	4665	10263	234666	
9331	4199	12597	154422	
10264	7931	10264	227667	
12597	6531	12596	234665	
8398	4199	13530	159554	
8398	5132	10263	233733	
7465	3732	5598	135760	
6065	3266	5599	134361	
15862	7931	14463	329372	
19594	8398	15396	257525	
12130	7464	12129	256592	
11197	5598	16329	223469	
13995	7931	18195	158621	
10730	5132	18661	250995	
8864	4199	11663	155355	
9331	3732	13529	156755	
9798	4666	7465	153023	
8397	13062	11663	485193	
25193	14462	31724	752516	
27058	12597	27526	687668	
25659	15395	25659	689534	
27992	13063	22861	175882	
10264	5132	9330	240264	
31724	7465	14929	142759	
7464	4198	9331	229067	
9331	5598	7931	172150	
9330	9331	11663	289250	
10731	6998	50385	270122	
13529	6531	13996	273854	
12130	9331	24260	275721	
12596	5132	11197	288316	
11197	6065	17728	243997	
11197	6065	20528	310244	
15862	9798	11196	259858	
12130	7931	10263	269656	
19594	7932	16796	304179	
17262	11663	11197	280386	
25192	7931	10730	234666	
9797	4666	9331	234199	
9797	7465	13995	238865	
11197	5599	27526	233266	
14462	7931	12596	254727	
19594	9798	8864	246796	
14463	6532	12130	299047	
14929	6531	23793	275254	
13529	9330	17262	247261	
11664	5598	33124	242130	
12130	6065	18194	430609	
31258	6065	10264	243530	
11663	6531	13996	260325	
19128	7931	15395	257992	
13063	7931	13530	275254	
10264	5132	11197	243063	
11196	11196	25193	323307	
13996	6065	15862	286917	
22860	8397	9331	254260	
11663	5598	9797	253793	
8398	5599	6065	161886	
15395	6065	8397	142758	
8397	4199	10264	227201	
8864	6998	7464	157688	
11664	5132	6065	162820	
9797	3732	8864	138559	
6065	4666	7931	136694	
6065	3266	21461	301379	
14929	26126	11663	390954	
10263	7464	12130	373692	
17261	7931	18662	414281	
23327	11196	16795	313976	
20061	15862	9797	241663	
18194	6065	15395	239331	
13062	10264	21461	261724	
31258	8864	12597	159554	
10730	5132	9331	135761	
24726	11197	9797	151623	
10731	5132	12130	169352	
9331	4199	7931	245863	
12597	5598	12130	257992	
9797	5132	12129	250528	
10264	12596	15862	155355	
7464	3265	8398	137161	
5131	3265	5132	154422	
6065	3266	6531	144624	
5598	3266	34057	697932	
48052	15862	29392	716127	
30791	14462	21927	782840	
25659	8864	14462	286917	
13529	6998	13996	295315	
11197	7931	14929	300914	
14463	6065	11197	300914	
