BIGGEST	SMALLEST	RANDOM	SIMILARITY
0.29	0.08	0.09	0.17	
0.29	0.08	0.15	0.17	
0.29	0.08	0.21	0.17	
0.29	0.08	0.13	0.17	
0.29	0.08	0.23	0.17	
0.29	0.08	0.13	0.17	
0.29	0.08	0.21	0.17	
0.29	0.08	0.23	0.17	
0.29	0.08	0.15	0.17	
0.29	0.08	0.12	0.17	
0.29	0.08	0.23	0.17	
0.29	0.08	0.21	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.24	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.23	0.17	
0.29	0.08	0.10	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.10	0.17	
0.29	0.08	0.23	0.17	
0.29	0.08	0.19	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.13	0.29	
0.29	0.08	0.13	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.15	0.17	
0.29	0.08	0.13	0.17	
0.29	0.08	0.10	0.17	
0.29	0.08	0.13	0.17	
0.29	0.08	0.23	0.29	
0.29	0.08	0.13	0.17	
0.29	0.08	0.10	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.15	0.17	
0.29	0.08	0.15	0.17	
0.29	0.08	0.13	0.17	
0.29	0.08	0.10	0.17	
0.29	0.08	0.22	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.15	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.13	0.17	
0.29	0.08	0.15	0.17	
0.29	0.08	0.10	0.17	
0.29	0.08	0.13	0.17	
0.29	0.08	0.13	0.17	
0.29	0.08	0.21	0.17	
0.29	0.08	0.15	0.17	
0.29	0.08	0.21	0.17	
0.29	0.08	0.13	0.29	
0.29	0.08	0.19	0.17	
0.29	0.08	0.17	0.17	
0.29	0.08	0.24	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.21	0.17	
0.29	0.08	0.13	0.29	
0.29	0.08	0.19	0.17	
0.29	0.08	0.21	0.17	
0.29	0.08	0.19	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.19	0.17	
0.29	0.08	0.23	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.17	0.17	
0.29	0.08	0.10	0.17	
0.29	0.08	0.08	0.29	
0.29	0.08	0.08	0.17	
0.29	0.08	0.15	0.17	
0.29	0.08	0.08	0.17	
0.29	0.08	0.23	0.17	
0.29	0.08	0.21	0.17	
0.29	0.08	0.08	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.13	0.29	
0.29	0.08	0.15	0.17	
0.29	0.08	0.23	0.17	
0.29	0.08	0.21	0.17	
0.29	0.08	0.15	0.17	
0.29	0.08	0.15	0.17	
0.29	0.08	0.15	0.17	
0.29	0.08	0.19	0.17	
0.29	0.08	0.21	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.18	0.17	
0.29	0.08	0.19	0.17	
0.29	0.08	0.15	0.17	
0.36	0.09	0.24	0.29	
0.36	0.09	0.17	0.30	
0.36	0.09	0.19	0.29	
0.36	0.09	0.21	0.29	
0.36	0.09	0.20	0.29	
0.36	0.09	0.16	0.29	
0.36	0.09	0.22	0.29	
0.36	0.09	0.32	0.29	
0.36	0.09	0.16	0.29	
0.36	0.09	0.15	0.30	
0.36	0.09	0.23	0.30	
0.36	0.09	0.12	0.30	
0.36	0.09	0.28	0.30	
0.36	0.09	0.33	0.30	
0.36	0.09	0.15	0.30	
0.36	0.09	0.22	0.29	
0.36	0.09	0.24	0.29	
0.36	0.09	0.14	0.30	
0.36	0.09	0.18	0.29	
0.36	0.09	0.24	0.30	
0.36	0.09	0.26	0.29	
0.36	0.09	0.26	0.30	
0.36	0.09	0.21	0.30	
0.36	0.09	0.16	0.30	
0.36	0.09	0.08	0.29	
0.36	0.09	0.14	0.29	
0.36	0.09	0.15	0.30	
0.36	0.09	0.24	0.29	
0.36	0.09	0.14	0.30	
0.36	0.09	0.21	0.30	
0.36	0.09	0.15	0.30	
0.36	0.09	0.15	0.29	
0.36	0.09	0.26	0.29	
0.36	0.09	0.17	0.29	
0.36	0.09	0.12	0.29	
0.36	0.09	0.19	0.29	
0.36	0.09	0.15	0.29	
0.36	0.09	0.14	0.29	
0.36	0.09	0.21	0.30	
0.36	0.09	0.20	0.29	
0.36	0.09	0.24	0.30	
0.36	0.09	0.26	0.30	
0.36	0.09	0.15	0.30	
0.36	0.09	0.29	0.29	
0.36	0.09	0.18	0.30	
0.36	0.09	0.20	0.29	
0.36	0.09	0.27	0.30	
0.36	0.09	0.21	0.30	
0.36	0.09	0.17	0.29	
0.36	0.09	0.14	0.29	
0.36	0.09	0.16	0.30	
0.36	0.09	0.18	0.29	
0.36	0.09	0.11	0.30	
0.36	0.09	0.20	0.30	
0.36	0.09	0.11	0.29	
0.36	0.09	0.23	0.30	
0.36	0.09	0.23	0.30	
0.36	0.09	0.20	0.29	
0.36	0.09	0.20	0.29	
0.36	0.09	0.13	0.30	
0.36	0.09	0.18	0.29	
0.36	0.09	0.15	0.30	
0.36	0.09	0.15	0.30	
0.36	0.09	0.32	0.30	
0.36	0.09	0.16	0.30	
0.36	0.09	0.28	0.30	
0.36	0.09	0.15	0.30	
0.36	0.09	0.19	0.29	
0.36	0.09	0.14	0.29	
0.36	0.09	0.18	0.30	
0.36	0.09	0.15	0.29	
0.36	0.09	0.14	0.30	
0.36	0.09	0.18	0.29	
0.36	0.09	0.14	0.30	
0.36	0.09	0.16	0.30	
0.36	0.09	0.16	0.29	
0.36	0.09	0.11	0.30	
0.36	0.09	0.21	0.30	
0.36	0.09	0.18	0.29	
0.36	0.09	0.19	0.30	
0.36	0.09	0.15	0.30	
0.36	0.09	0.24	0.29	
0.36	0.09	0.26	0.29	
0.36	0.09	0.14	0.30	
0.36	0.09	0.22	0.29	
0.36	0.09	0.25	0.30	
0.36	0.09	0.11	0.30	
0.36	0.09	0.22	0.30	
0.36	0.09	0.15	0.29	
0.36	0.09	0.15	0.29	
0.36	0.09	0.15	0.29	
0.36	0.09	0.18	0.30	
0.36	0.09	0.21	0.30	
0.36	0.09	0.18	0.30	
0.36	0.09	0.16	0.30	
0.36	0.09	0.16	0.30	
0.36	0.09	0.17	0.29	
0.36	0.09	0.18	0.29	
0.36	0.09	0.14	0.29	
0.36	0.09	0.23	0.29	
0.31	0.29	0.24	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.33	0.47	
0.31	0.29	0.26	0.47	
0.31	0.29	0.26	0.47	
0.31	0.29	0.34	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.26	0.47	
0.31	0.29	0.28	0.47	
0.31	0.29	0.47	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.33	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.33	0.47	
0.31	0.29	0.28	0.47	
0.31	0.29	0.36	0.47	
0.31	0.29	0.17	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.34	0.47	
0.31	0.29	0.33	0.47	
0.31	0.29	0.28	0.47	
0.31	0.29	0.29	0.47	
0.31	0.29	0.47	0.47	
0.31	0.29	0.26	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.29	0.47	
0.31	0.29	0.36	0.47	
0.31	0.29	0.33	0.47	
0.31	0.29	0.34	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.26	0.47	
0.31	0.29	0.26	0.47	
0.31	0.29	0.36	0.47	
0.31	0.29	0.17	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.47	0.47	
0.31	0.29	0.40	0.47	
0.31	0.29	0.28	0.47	
0.31	0.29	0.33	0.47	
0.31	0.29	0.36	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.36	0.47	
0.31	0.29	0.26	0.47	
0.31	0.29	0.36	0.47	
0.31	0.29	0.33	0.47	
0.31	0.29	0.33	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.29	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.17	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.34	0.47	
0.31	0.29	0.29	0.47	
0.31	0.29	0.36	0.47	
0.31	0.29	0.36	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.34	0.47	
0.31	0.29	0.26	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.40	0.47	
0.31	0.29	0.33	0.47	
0.31	0.29	0.34	0.47	
0.31	0.29	0.26	0.47	
0.31	0.29	0.47	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.31	0.47	
0.31	0.29	0.26	0.47	
0.31	0.29	0.26	0.47	
0.31	0.29	0.26	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.31	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.33	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.33	0.47	
0.31	0.29	0.34	0.47	
0.31	0.29	0.33	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.28	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.36	0.47	
0.31	0.29	0.22	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.26	0.47	
0.31	0.29	0.28	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.24	0.47	
0.31	0.29	0.36	0.47	
0.31	0.29	0.24	0.47	
