BIGGEST	SMALLEST	RANDOM	SIMILARITY
32354456	11370783	2557528	45907208	
5841912	3051585	763246	26766803	
8417636	3697266	879413	27684004	
10510498	4355543	2138115	21372760	
5392642	2523471	300446	19860731	
5252683	2397041	684402	25921447	
5462622	3864284	260792	21659212	
6124631	3329172	312110	29384980	
6509987	2247751	202475	17731945	
5470553	5108058	391421	18012798	
7197655	3267123	222070	18080445	
6247796	5119255	411015	28230781	
5788728	4216049	209473	17038679	
6284651	4514630	328438	25914449	
5920757	2484749	275720	24171019	
5405706	2306068	224402	23932622	
5275543	2477284	197343	17124055	
5262947	2917224	418012	22360875	
5976740	2464688	247262	18170020	
5405706	2465621	221136	18205942	
5515340	4031303	221603	19496370	
5726213	2292072	354097	35559531	
7283963	3327306	288783	39769048	
11083399	5100127	353165	23369517	
6199276	3534446	384889	17864907	
5324529	4223514	368094	19325152	
5517207	2389577	182415	18972454	
6094773	2481483	364362	18631419	
8668630	3259192	301846	25050899	
5446294	2830449	219736	25276700	
5586254	2201564	216004	20800326	
5473820	2268744	175416	21227203	
7047898	2221625	292982	19978297	
5513008	2465621	243530	18814766	
5274143	3629618	394220	19825274	
8299604	2329860	253326	20907629	
5248951	2381179	217871	20915559	
5271345	2478218	435741	18255861	
4956902	2464689	191744	27607027	
4879458	2509942	197810	16497968	
7452848	2257081	221603	17519674	
7282563	2162842	194077	16415859	
5015218	2347588	230000	17085332	
5249883	3915602	234199	22045967	
5136050	2311665	208073	19844402	
5043211	2329860	227201	19273834	
5218160	2288805	210873	23295806	
5009153	2117589	167485	18330506	
6134428	2734810	198742	17734745	
8796460	3431342	223002	17365252	
5020350	2844445	391420	25337816	
8682160	3588097	309311	23174041	
5303068	2252416	254260	17047077	
4876192	2560327	196410	27550577	
4865928	2270611	213205	18062717	
6551508	3917002	446471	16351011	
5697755	2250083	312110	16439653	
8412038	3144892	209939	15883546	
4976030	3389354	476796	29830052	
10255771	4472175	344767	25620068	
7497169	2299536	418946	18963123	
5326395	2221159	308844	17256549	
5601182	2247284	200142	22625866	
7598405	2335459	235132	28074026	
5422501	2249151	254260	17453426	
6778242	2258947	165153	16884724	
8436297	2371848	206674	17262614	
5526537	2417102	221603	17262148	
5034813	3877814	222536	21805703	
4953170	2508076	261258	20128520	
5192034	2578989	187079	31201189	
4984427	2289739	266856	24161223	
5770067	2244018	174017	16343546	
8324796	2298137	375559	16126143	
6349033	2315865	213671	21521584	
5109924	4162864	347099	25265503	
5350188	2284607	202009	16859997	
5116456	2947082	356430	18993915	
5123920	2584120	194544	22464912	
5584388	2295803	247728	18737322	
7210251	2292538	189412	15736122	
6918202	2938685	215071	16787218	
5145380	2228156	369493	17569592	
7069825	2316798	390021	16754095	
5338991	3900207	217403	20501746	
5142115	2353187	341967	17834116	
4863129	2319596	220203	22368340	
5707085	2235154	195010	23768402	
5126720	2234222	167951	20382313	
6253860	3692600	207607	16474642	
8420902	2831849	216004	24351567	
6624287	2734343	315376	16855332	
6150290	3341768	259858	22466312	
5196699	2188967	345234	22283898	
5269478	2555195	248195	32227559	
9593762	4540289	308378	18595963	
6234266	3111301	158155	16863263	
5426699	2648502	188479	17512676	
5185036	2223958	216937	19996491	
5014751	2295804	348033	16971499	
52252	67181	18195	152089	
50385	82576	20994	207607	
79310	76511	22393	220203	
42454	65781	21927	160021	
41988	55517	19127	238864	
83510	59250	21461	175883	
49919	34524	50852	279920	
82109	67181	28458	160487	
76978	64382	23327	263590	
77445	60182	27526	190345	
80243	63448	27059	198742	
69513	69046	31724	263124	
74179	61116	48520	271522	
66714	55517	50385	283652	
48986	38255	32191	201542	
77444	45720	27526	331238	
93307	97039	31258	352699	
90507	66247	37323	281319	
89107	67181	30791	334037	
71846	51319	23327	264524	
66714	41988	115233	192211	
111967	75111	29858	275253	
87241	71846	27992	327505	
83509	65315	64382	334036	
98905	96572	29391	237932	
97971	68580	28459	226268	
50852	66247	44787	364828	
190812	94706	118966	259392	
106369	97505	23326	293448	
136694	58783	38256	334503	
76045	60183	21927	329838	
85375	64848	28458	325640	
83975	56917	25660	293448	
62049	54118	19128	236998	
69047	74178	31258	272921	
83043	55983	25659	710995	
74178	53185	24259	266390	
74179	51319	19594	261724	
61115	52251	19594	181014	
67647	47120	34990	253326	
88175	98438	18195	209473	
40122	69513	17728	259391	
39655	96106	41055	150223	
38255	29858	18662	498256	
107769	106836	21460	177748	
38722	30792	32658	158621	
76977	51785	18661	286917	
87242	73712	54118	285518	
41521	53651	17728	151156	
79777	55517	21460	223002	
39188	62515	13063	146491	
41987	33123	13063	158154	
41988	30325	14930	215538	
101704	47120	48519	186146	
83043	62515	23326	319108	
82576	51318	18195	257059	
84442	57383	16329	153023	
49452	30325	42454	354565	
104503	111968	30791	257992	
91907	70913	25193	365761	
100304	66714	27058	330305	
55984	68114	18662	202941	
53651	81643	26126	230467	
124097	62982	19127	258458	
87241	71379	28925	243997	
100304	62049	22860	311177	
97039	91906	22860	256126	
106836	62516	34524	281319	
79777	53185	23326	269655	
77444	57383	51319	237465	
67180	54118	26126	275254	
69046	64381	25193	514584	
241197	141826	58316	209006	
111501	42454	19128	262658	
91907	67647	25192	366694	
91440	42454	20994	233266	
105903	45254	27526	266857	
85842	55984	24260	260325	
65314	60650	20528	250994	
70913	52719	19594	250061	
78843	31258	16796	235599	
75578	75111	24726	261724	
102637	117099	29392	296714	
116166	90041	27059	291116	
76045	54118	23793	261725	
82110	47120	20528	175416	
75578	41055	29391	425011	
57384	42921	24726	307445	
104037	72312	30791	261258	
94239	69980	27525	358296	
57383	74179	20994	231400	
48519	69980	24726	242597	
102637	69046	25660	334504	
88174	69046	20994	181947	
106369	62048	27525	243063	
82576	43387	18662	183347	
120832	65781	25659	317709	
72313	74645	29392	317241	
79777	62049	24260	320974	
84443	118499	26125	185213	
1028236	290650	43388	1610468	
623286	501055	76511	1777020	
300913	307911	44321	1242375	
246329	395153	42921	909270	
246329	342901	44787	882212	
443672	239331	62982	1671584	
375092	259858	36856	934464	
393753	405883	46653	1588075	
376491	231400	66248	1010508	
227201	395619	38722	910204	
229534	209940	67180	942861	
244930	202008	32191	1248439	
417079	283185	74178	1222314	
336837	293448	44787	1928176	
214138	209006	62982	2031280	
315376	278053	60183	1032902	
358763	347100	48986	897607	
254260	190345	79777	1528359	
296248	271988	47120	906005	
276653	207141	34057	872881	
212739	398885	146024	1692112	
403550	394220	58783	2541666	
226735	230001	98905	947060	
429210	289716	76978	1951503	
559371	433875	71846	1936108	
429209	390487	69979	1856797	
230467	218337	60182	1852132	
220669	227668	46653	924666	
215071	353164	38255	1372537	
418946	336369	59716	1435986	
353631	321907	49919	2440428	
401218	392820	66248	1665519	
295315	465599	69513	1121076	
376025	812233	79777	1710306	
404017	377891	46187	2087730	
223936	234666	57383	1193855	
423611	341035	57850	986248	
389554	353165	46653	1191056	
302313	256126	62981	1794282	
631684	263124	94706	1997224	
301380	221137	42921	1149068	
292049	273388	52251	918135	
325173	218337	81177	1604869	
228134	206207	64848	1226512	
224402	228601	66714	1675783	
218803	234199	32657	886411	
208073	193144	49919	1167729	
306511	236998	51785	1533024	
217870	231866	53652	960589	
243064	191278	65314	1750895	
386755	385822	91441	2318197	
409615	408215	66715	896208	
215071	215537	68580	887810	
246328	353631	54584	1025903	
234666	228134	42921	1344545	
216005	369027	71846	2388643	
323307	260792	35923	971786	
358297	230466	31725	888277	
212272	564970	70446	2723147	
267789	238398	38722	871481	
207607	204341	40122	893409	
275254	262658	50852	1837203	
320041	499189	65781	1001178	
226268	466065	63915	897141	
274321	341967	47120	1334281	
312576	230933	55984	892009	
224402	231400	37789	1141138	
287384	269656	60183	1373003	
313509	291116	56450	1163997	
223936	222069	49919	1611868	
427810	648946	64382	967588	
422211	208540	56917	1535357	
362495	227201	32658	1138338	
314909	292049	49452	1200853	
468864	260791	53651	1121076	
440406	264990	34990	2338725	
530913	497323	63915	2167041	
397952	352232	54585	1749495	
371359	220670	75111	1121076	
369959	216471	40122	892476	
247262	229533	50852	885478	
213205	394686	35457	3421079	
384889	424544	53652	1567081	
439007	382090	52251	1370671	
489392	376957	58783	1239576	
385822	331238	46186	1599738	
362029	376491	67647	1749028	
418479	253327	54117	1079088	
259392	276654	52718	1328683	
269656	213205	60182	828094	
277120	287384	55051	1140204	
245862	243063	50386	895274	
243996	355497	35456	893409	
339635	292049	60183	2167041	
515051	461400	66714	1025904	
373692	304645	30791	855153	
485660	209473	55517	1711706	
580833	236065	42454	913936	
333103	601826	45720	2220225	
406349	484727	81176	1163531	
76978	49919	34057	277586	
75578	48519	16329	207140	
64382	48520	19595	258459	
67181	55051	38722	234199	
55984	49919	19128	251927	
57850	55984	16795	187079	
65781	58783	20994	262657	
69980	66714	19595	151156	
66714	68580	36856	175883	
67647	46654	14462	327039	
60183	29859	12130	173550	
62981	27525	12130	163286	
61582	29392	34523	261258	
66248	46653	33590	173550	
68114	55051	13996	255660	
61583	27992	13530	156288	
37322	43387	15862	147425	
41054	28458	11196	149291	
38256	61582	12130	151156	
55050	27526	32658	380690	
94706	70913	15395	211806	
90041	66714	16796	229534	
104037	68580	27058	370427	
89575	66714	22860	372293	
90507	52718	21927	160954	
37789	27526	16329	153955	
48053	39189	12597	263124	
160021	117566	47120	395153	
65781	55517	17728	170284	
61583	56451	37323	148824	
50852	56450	18661	292049	
66248	60649	17262	148357	
58316	27526	11197	333104	
38722	39655	40122	198276	
46187	27991	50385	293915	
97505	83509	27525	346633	
142292	76045	27525	287850	
73712	57850	22860	148824	
38256	46187	15395	161887	
51785	27992	13529	151623	
71846	42921	13530	150224	
37322	43854	12130	151156	
72779	57383	14463	330304	
84442	58316	24726	209939	
75578	58783	25659	196409	
76978	58316	35456	208073	
48519	37323	22393	263590	
139026	47587	20994	326106	
96572	38722	24726	218804	
90974	50852	26592	269189	
74178	53185	23793	271988	
73712	54584	35457	288783	
83976	53184	20061	290183	
63448	47120	34057	278053	
79310	66247	25660	308377	
45720	48053	27059	199675	
64848	56917	19594	261258	
81644	51319	22394	303712	
71379	65314	36389	326573	
72312	49452	18661	279452	
74179	48986	47119	263591	
62515	46653	24259	275254	
62049	63915	21461	202008	
98439	63448	27525	284118	
65781	48519	28925	483327	
205274	152089	51785	321907	
75111	60182	20527	292516	
71846	59250	20994	322840	
83975	55517	20061	321441	
82576	34523	16328	179148	
47586	34523	14929	184280	
47120	34057	14929	274320	
48986	176816	44787	313510	
81176	62049	18194	243063	
76511	64848	30325	218804	
76511	57384	23326	321907	
77445	57383	22394	207607	
76045	57383	14929	213205	
73712	36856	23326	312576	
82110	58783	15395	221136	
73712	47587	17262	162354	
43854	48986	20061	173084	
60649	45720	19594	174950	
61116	45254	15862	162820	
37323	27525	12129	144624	
38255	28925	16795	147424	
37323	28459	11664	146491	
75579	28925	33124	409148	
96572	119899	49919	613490	
160021	114767	45721	640082	
153489	115234	20060	282718	
67180	63915	22393	178215	
72779	28925	14463	265924	
49452	28459	10264	151623	
37789	30325	13996	147424	
168884	155822	26592	192678	
80710	59716	17262	315376	
76512	55984	20061	312577	
75578	56450	21460	320508	
90041	65314	21927	320040	
