RANDOM	SIMILARITY
1430387	51890481	
534645	36970323	
798236	20276877	
539778	18904807	
290183	21887346	
1853065	26800860	
290183	26703354	
125030	26058141	
142759	20308135	
107769	22286697	
99371	18531115	
159554	21040124	
202475	18863286	
188945	17178638	
139027	17852311	
169351	19877060	
180548	33103706	
266390	31856666	
308378	25114814	
105902	26498547	
338702	19066227	
81643	17175373	
97039	19900852	
219736	19295761	
91907	25195057	
149757	25907917	
107769	17827118	
131562	15575635	
158155	20167242	
149757	16438719	
100771	16267968	
119432	23852378	
123631	15483728	
83043	15657278	
125963	21898076	
143225	16588476	
107769	16093019	
111967	19386734	
152556	15436609	
114301	15966589	
106836	19013509	
105903	15788374	
236065	28092221	
136694	15663343	
104969	14940685	
98439	23243553	
78844	16267035	
269655	15746852	
182413	34317622	
216004	21544445	
104037	19222049	
116633	16692046	
90040	15562572	
93307	14880036	
179614	16485839	
73245	16124277	
100305	20059007	
108236	15770645	
108235	16149002	
122698	16765758	
155355	15885879	
111501	15220604	
88175	23292540	
87708	15786974	
95639	15808435	
101703	16952838	
134828	15489326	
133894	20686959	
183347	22454182	
100771	18662677	
139026	18510588	
100305	15148292	
134361	22046433	
107302	16252573	
117100	15793972	
138560	15181416	
84909	19644727	
108236	15984317	
117566	15748252	
124564	17281276	
124097	15406284	
128296	15016264	
129229	16658922	
59249	15950261	
95172	24776111	
96105	15709530	
96105	16744298	
115233	24864285	
106836	15898476	
97971	15329773	
98905	26400575	
137627	17781398	
103570	15356831	
100771	26526073	
177283	16098151	
221603	15872816	
226734	21100773	
94239	14842713	
82109	19038235	
94240	14947683	
24726	157688	
20061	150690	
18661	287384	
23327	284584	
23793	269189	
28459	160953	
21927	168884	
19595	172150	
29391	158621	
22860	257060	
21927	196410	
20061	174950	
29392	238865	
20994	168418	
26592	265923	
63449	179615	
30791	248661	
25659	261257	
28925	255193	
34523	242596	
34057	149757	
16795	168419	
25193	150223	
21927	210406	
33124	230000	
40122	160954	
29392	145558	
31725	195476	
26592	574768	
63448	420812	
52718	576167	
73246	264057	
117566	219736	
16329	236998	
15862	217870	
13996	241197	
13529	240730	
20528	294381	
19594	243063	
20527	185680	
17262	417079	
25193	404017	
25659	414747	
32190	277586	
19594	242130	
18662	236999	
20994	404483	
20528	428276	
25659	269189	
23793	275254	
13063	220670	
11663	149290	
27526	291583	
43854	313976	
26592	298114	
20061	279919	
18195	219736	
21461	315843	
23326	277120	
30791	258925	
17728	293448	
24726	259858	
27526	276654	
14929	284585	
36390	292049	
26125	376025	
26126	219736	
30324	292516	
24260	207140	
19594	254727	
25193	184281	
22393	184281	
17728	267789	
17729	252860	
24726	174017	
21927	239331	
13996	281319	
17261	263591	
57850	291116	
15395	169817	
20528	169351	
14929	190812	
16328	161420	
26592	250994	
22393	230933	
19595	404483	
19128	162353	
25193	334504	
23794	575234	
34523	245396	
16795	146957	
23326	168885	
505720	169817	
13063	262191	
15396	293915	
12597	185213	
16329	169817	
20061	175882	
13529	179615	
25192	404950	
54118	2488481	
35456	1606736	
364828	1574079	
79310	1632862	
28458	1236309	
30791	1484038	
36856	4367206	
100771	3719659	
43854	1078155	
30325	1059961	
26592	1071623	
30792	1046431	
32191	1200853	
40121	1429921	
31724	1736432	
34990	1655256	
27526	845356	
25659	804301	
24726	1054362	
31724	827161	
39189	1714504	
38255	841157	
21927	879879	
20994	935863	
44320	1055295	
32657	903206	
27059	880813	
25660	886877	
28459	1235843	
47120	1572679	
39656	1046431	
53184	1370204	
41988	1490103	
48986	1219048	
37789	1083287	
64848	1081421	
25193	1055295	
56917	1041766	
22860	1130874	
25193	1006776	
53652	1101482	
41988	1080488	
34057	2046209	
47120	1063226	
37323	1286229	
34990	882679	
25659	2161909	
46187	1440184	
41055	958723	
55983	883611	
43388	1469109	
59250	920934	
24260	824362	
54584	1921179	
46187	1587141	
59250	1638927	
32191	1525093	
62048	1525093	
34523	904139	
31724	914403	
44320	1236776	
30791	1174728	
27525	1209718	
