RANDOM	SIMILARITY
48986	852821	
30792	822963	
37322	816431	
21927	827161	
66247	2911626	
27992	1962233	
30324	2359252	
45254	2432031	
44788	2270144	
49918	1048297	
45720	1958035	
48519	1454646	
36856	1414991	
26126	1371604	
25193	1252638	
16795	914402	
23327	818764	
82110	2266412	
57850	1113145	
27059	1310955	
32191	1059960	
40122	1129941	
34057	1999556	
39188	1518561	
46653	1548420	
47586	1507831	
36856	1562416	
80710	1605336	
78844	1558217	
19128	958257	
29391	2327995	
44787	2493613	
42455	1512496	
30325	1354809	
40588	1155599	
27526	1438785	
23793	899474	
12130	296248	
12130	333103	
19128	309777	
21461	303712	
15395	288317	
16795	300447	
16329	302779	
15862	288316	
14462	167485	
10264	196877	
14462	176815	
9797	161420	
12596	185213	
20528	146958	
6532	161887	
16329	133428	
7465	128296	
6065	175416	
14929	212739	
14463	188946	
8398	183813	
10263	184747	
11196	204807	
15862	309310	
14462	445071	
19128	168419	
11197	185213	
9797	188013	
8864	175883	
15396	190345	
10264	166552	
12597	170750	
7931	160020	
17728	252861	
17262	401218	
14462	379290	
28458	388621	
17262	395619	
15395	384889	
20061	385822	
20994	232333	
11663	265457	
33590	251461	
13529	148357	
13063	157221	
15395	238398	
8864	236065	
12596	231400	
10730	234199	
11196	195477	
7931	131562	
20993	249595	
7465	226734	
23327	147891	
22860	241663	
9797	223935	
6998	155355	
9797	200609	
13063	156288	
10730	133428	
6998	133429	
10264	134827	
7464	141826	
6998	139959	
7465	133428	
7931	153955	
21461	140893	
8864	141825	
4665	422678	
34990	481927	
45253	752049	
42455	718460	
10264	296715	
10264	280852	
12130	286450	
26125	290183	
14463	176816	
9797	163753	
6065	160487	
8398	295781	
9331	162353	
9331	168885	
9798	194543	
6532	297180	
14462	187079	
15395	143692	
12130	257059	
16795	138560	
14462	150223	
9330	156754	
8864	151157	
7465	160020	
10264	178216	
14463	137627	
5132	128762	
6065	127830	
6998	154889	
9331	137161	
10730	133895	
7465	130628	
