3812747	2075948	1793919	7086426	
1184789	1527955	5543299	3365160	
5501798	19998625	6668291	5214413	
227587	328439	427952	662233	
326654	575215	621624	991118	
1020571	1652904	1789456	2783698	
1417285	1583736	1954568	2192418	
31238	46856	55335	53550	
2986295	112455	80771	107546	
129858	215091	346735	215092	
196349	145477	101745	108885	
28560	33915	37931	45964	
2173368873	2431319236	2317932406	1637988508	
112901	140122	122718	145031	
120933	166897	215985	276228	
588602	588156	618054	856350	
157526	203489	291847	518540	
158418	216431	250345	365924	
124950	237851	343165	411887	
222232	85680	176715	86126	
13387	13834	14726	18743	
10710	14280	16958	30792	
24990	21420	25882	38377	
18296	16958	25882	37931	
18743	18296	21420	25437	
12941	16957	19189	24990	
70061	53103	141461	177607	
249006	281582	327992	626087	
23205	35254	27667	86126	
119148	171360	211968	309697	
1227691592	1638225020	1474383106	572360976	
65598	102190	179838	187871	
102637	160650	237850	231603	
461867	1170064	1964832	49623724	
112901	98174	117364	156633	
103976	144138	172252	226694	
306126	490427	529697	1128116	
384666	602435	596188	2278544	
14279	17850	19188	24097	
15619	18742	25436	58905	
55335	84788	102637	151278	
50873	74970	77201	68722	
12495	17850	19189	38377	
2027038641	2286649495	2103840236	1795038967	
29898	42840	55781	86572	
59351	111562	126735	161542	
356106	495782	595742	921949	
138783	257039	253916	332009	
122272	244991	240082	729616	
180731	320853	236958	419473	
17850	30791	60244	60243	
11156	15619	16511	20082	
8925	13834	13834	18296	
10264	20974	26329	34808	
11156	22312	16065	32130	
14726	23651	29006	32130	
14280	23205	25882	30345	
41055	68276	72292	95943	
111562	201704	259717	435092	
12048	20974	21866	24990	
83895	98621	115132	138337	
1158103159	1469669384	1327166179	592993720	
