BIGGEST	SMALLEST	RANDOM	SIMILARITY
66247	68113	23793	186146	
69047	52251	22860	246329	
52252	52251	22860	159087	
66248	38256	21927	254727	
62982	50386	23327	231400	
73712	61582	25192	428743	
98905	89574	28458	174949	
116166	34990	23793	179615	
38256	48052	21460	228600	
64848	48053	21927	139959	
120366	90041	33590	320507	
97972	82109	34523	394220	
104504	50386	34057	358297	
97039	128296	32190	365294	
97972	52251	29858	225802	
42921	56917	22860	246796	
64381	48519	35922	161887	
60183	59249	22860	148823	
37789	48052	26593	255660	
59249	29392	31257	233266	
41522	59249	18662	230933	
62982	49452	20994	178682	
74178	55518	18662	139959	
38255	29391	19128	139960	
37789	151157	56450	709128	
153489	40121	19127	169818	
79310	37323	99371	298580	
81643	64848	31258	309310	
80243	65781	28459	306045	
62515	72779	45720	365761	
96105	46187	33590	157688	
64382	53651	24260	160020	
63915	56916	34524	229534	
54117	48053	33590	342901	
112435	92840	46187	476796	
74179	99837	24727	212272	
72313	53184	24259	235599	
65315	51319	24726	240731	
67647	32190	24726	160954	
63915	48053	36390	148357	
40122	46654	21927	169818	
62982	49452	22393	152556	
38722	49452	25193	161420	
46653	48986	23793	243063	
87241	58783	23326	259392	
74645	61116	27525	226734	
62515	57383	20994	222069	
93306	49452	24260	164686	
75578	52718	24260	242130	
71846	30325	22860	228134	
64381	49919	18661	167952	
63915	45253	22860	225335	
64848	36390	29391	188945	
77911	61582	28925	293916	
78378	61115	21461	264524	
80711	61582	25659	176815	
46654	36856	20994	165153	
46654	48519	33123	234199	
62049	60182	21461	174017	
62982	52252	23326	263591	
491258	483327	57384	1500833	
211339	449270	41521	860285	
404949	281786	44788	823429	
394686	386755	43387	864017	
347100	222535	43854	829960	
402151	367627	70913	1906249	
377891	397485	72312	983450	
335903	429676	73712	972719	
310710	217870	76045	1596939	
530447	391421	46653	1251705	
326572	229534	56451	1140671	
209006	200609	40122	804768	
209473	202475	40121	1327750	
342901	250527	52252	1411259	
378824	226268	31724	848621	
212272	211806	52252	2181504	
301846	297181	61582	1325417	
216004	218803	32657	781441	
202008	197810	55051	983450	
409615	235598	73245	1607669	
363895	200609	44321	1081421	
288783	413814	93307	2042943	
354098	355498	77911	1433653	
227668	184280	36856	763713	
194544	252860	67180	1105214	
285051	446938	201542	1012841	
314909	211806	62048	815964	
455801	469797	70913	1320286	
285984	429676	75579	1019372	
362029	211805	34056	863550	
481928	463266	69047	1940773	
317709	320507	102638	1503632	
434341	456268	58783	1434586	
479595	225335	71379	840691	
253793	205740	44321	809899	
216937	232333	34057	890610	
271988	269656	35456	870082	
265457	211339	51319	885011	
241197	185213	75578	2721748	
422211	378358	67181	1547486	
408682	391887	54118	1644991	
443205	362495	62048	1566614	
389087	394219	63448	1526493	
438074	356897	62049	1543288	
438073	363428	65781	1592273	
407749	417546	62515	1852599	
381623	388154	59716	1593207	
221603	244929	69046	1000711	
267789	241664	59250	808967	
208540	193144	38722	979250	
242130	424544	70913	1698643	
468398	244463	502921	1023571	
283651	394686	50386	802902	
209473	270589	104970	940528	
218803	358296	51319	1008175	
241197	224402	48986	1608602	
244929	360629	66248	1485904	
391420	346633	61582	1826006	
349433	352231	55984	1068358	
234199	358297	58783	1568947	
231866	380690	47120	1664586	
403083	332171	54584	1483571	
415213	228601	50852	1531158	
406349	371360	62515	1491969	
388154	329371	76511	1665986	
216471	242596	56451	838358	
230933	209473	58783	795903	
256126	217404	41988	1480306	
407283	381157	56450	1316553	
329838	329838	60649	1475641	
404950	320041	57383	857019	
231866	320974	38722	970853	
271988	198277	43854	1021705	
213672	215071	24259	1245173	
265457	216004	41988	811299	
273854	181947	35457	798237	
212739	196876	58783	1221380	
216471	235132	50852	883145	
245396	198276	25659	1371604	
212739	193611	33123	1294160	
243529	221603	68113	829960	
246329	182880	29858	906005	
236065	558905	90041	1555417	
518317	489392	74179	1881057	
484260	413814	56916	807567	
274320	396086	71380	1818542	
416146	427809	53184	1498501	
409149	514119	56917	1647324	
415679	399351	67180	1447182	
375092	305112	44787	845823	
384422	366228	65781	831360	
231399	204807	36390	855153	
368560	362495	49919	1456513	
349899	369027	83043	919068	
238865	380224	48986	849554	
231866	199675	39655	880812	
414281	183814	44787	1859130	
376958	308377	57383	888743	
229533	238865	54584	1513430	
313510	211339	25192	2408238	
83509	38256	14929	305111	
81176	38723	27992	249594	
82109	61582	23326	232799	
36390	51785	16329	136227	
36390	41055	14929	139026	
48519	27526	11196	154422	
50852	71846	22860	200609	
88641	52718	24726	303712	
73246	58783	16328	157221	
72313	55984	20527	267323	
71846	63449	25659	241197	
66714	53185	27058	271988	
75112	70447	79310	245396	
62982	92840	24726	219737	
84443	50852	23326	179148	
64848	50386	23793	354565	
66247	58317	19128	241197	
79777	61582	16795	252860	
65314	48985	22860	258925	
69513	56450	20061	167019	
62049	27992	13530	130629	
36390	27059	23793	209006	
62049	48520	18194	161887	
50852	49453	16328	154422	
58317	54584	27059	230933	
64382	46653	23327	226268	
48519	58783	22860	154889	
47120	46187	17728	232799	
61582	46187	29858	213672	
64848	33590	26593	149756	
65315	45721	31258	151623	
62515	54118	18661	219270	
68580	31258	21927	157222	
58783	51785	23793	156754	
55050	38256	13063	238398	
37322	30791	14929	132495	
42921	37323	17729	241197	
65781	41522	29391	155821	
57383	46653	20994	221136	
71379	53651	13530	231866	
37789	27058	16329	187079	
59249	45254	21927	287850	
36856	39188	16328	235132	
70913	27059	16329	135761	
41521	138093	55983	703064	
176816	142292	61116	730589	
195944	69047	26593	395152	
79777	60183	29391	310243	
135761	100771	29858	360163	
72312	51319	36856	357830	
77911	59249	19594	304179	
154889	59250	23327	232800	
73712	48520	26125	253327	
67180	54584	31725	254260	
66247	48053	24726	241197	
65315	54584	22394	251461	
67181	47120	23793	277120	
63915	49919	27525	236998	
71846	59249	23327	280852	
70913	55051	23793	160487	
64382	45720	24259	235598	
38722	45720	19594	238397	
67647	45720	17262	224401	
67180	44321	20994	221602	
58783	43854	18195	223935	
36389	27059	12130	132029	
35923	27992	16795	128296	
102637	77444	28925	327972	
107769	77444	30791	377424	
128762	75111	31257	216937	
60182	76045	20061	373692	
100304	73246	33124	257992	
79777	51785	11663	139494	
66714	27992	12596	131562	
45720	27059	35923	243996	
46653	46654	19128	215072	
42454	46653	27059	158154	
57850	52718	26126	233266	
68113	46653	16329	144625	
51785	38255	15862	234199	
68114	45254	20060	155355	
37323	67180	12130	134361	
88641	62516	25659	228601	
81644	61582	27992	332638	
83975	64381	24726	308378	
81643	60650	27058	304645	
83509	60650	82576	231400	
49919	36390	16329	183347	
80243	39655	15863	399817	
63448	28925	23793	138094	
36389	30325	13995	159554	
59249	35923	24260	156754	
71846	44787	15862	250061	
67647	45720	13529	136694	
59249	45720	16795	131562	
54584	31725	13996	136228	
36389	26593	10263	133428	
35923	117099	41055	392353	
90040	147891	45254	431542	
138093	114767	34990	413347	
