1786779	620285	806818	1206210	1307062	1026818	2224102	1245033	
1120530	887588	1518137	1259759	1406576	1333837	1679679	1541789	
2226780	2338343	9614423	2124589	2400817	4030516	6002488	4074249	
218215	211522	265071	253915	295863	300772	371725	236958	
369940	366816	426167	1043775	556026	491320	802355	677405	
986209	926858	1477529	1472174	1611404	1898341	2365563	2752907	
1093755	1054932	1742154	1474405	2013473	1596231	3238425	2541385	
83448	27221	32576	19635	24097	31237	38378	33022	
23651	25882	29007	26329	32130	29007	51319	47302	
48195	46856	70954	70061	116917	229372	148155	120487	
45964	44179	69169	69168	132982	81217	145030	96836	
20081	17850	25882	37485	45071	43733	44179	97282	
2155958489	2049060558	3481212047	5059554983	4478574272	4382419773	2416009789	2053333387	
35700	30345	49980	69169	85680	53996	91928	78986	
66045	53996	96389	110223	209291	198581	289169	346289	
446694	617608	895174	871970	600651	624301	1040205	1162478	
148600	151278	236511	262841	392253	293631	366370	357891	
154849	118702	198134	199027	268195	258824	354768	343611	
113347	103083	2168321	476148	437324	337364	320853	365031	
141907	47302	36146	67383	126735	43733	59351	49087	
10264	9817	14280	15172	23205	26329	31237	49087	
20527	14726	19188	19188	26329	24097	37485	29007	
13834	12941	23205	14280	16511	17404	27221	23651	
10710	14280	19634	20528	27667	24989	22758	18297	
13388	13387	15619	14726	18296	17850	24989	22313	
12049	10710	16065	15173	17404	17849	23651	21420	
42839	53550	45517	43286	76755	114686	116024	165558	
177607	136999	181177	243652	375742	585032	693024	637242	
24544	18296	32576	24097	29899	29899	37485	30791	
123165	120933	210183	182069	211076	228479	254808	272658	
1411709739	1507035554	1994418324	2201213886	2155877717	1979970137	632405939	590567467	
