1816231	1269131	1677895	2678830	683653	1039312	1560531	1781424	
4044350	4676684	6512997	10754588	280691	443124	1340530	3590515	
250791	485518	474362	583247	1122761	2421344	2586010	2182155	
1206210	2208483	1838544	2584671	51765	52211	41055	65152	
61582	62475	99959	103530	121826	115132	169574	656432	
136552	119148	100852	216430	30791	107099	91035	80325	
2397795711	3701779282	3981565029	4451371411	356552	102637	132982	160649	
74523	127181	130304	192779	451157	670711	939799	1082152	
251684	291400	308804	417688	166005	540853	516755	715337	
131643	296756	386005	430184	230711	117809	167789	107546	
14280	29006	45071	30344	18743	33469	33915	43732	
29007	28113	22313	27667	11602	15618	16958	24544	
12941	29899	34807	58905	24544	34361	54442	53103	
83002	133429	222678	584586	356999	536391	630549	1474405	
25436	35254	45517	66491	129858	981300	299879	450264	
1705030648	2047700392	1751808645	636701974	75416	95497	169574	292739	
111116	270427	548886	393145	855458	1429334	1639070	2254894	
84341	116917	163327	325761	171805	195457	217323	346735	
419474	755945	776919	1306616	657771	938460	1288320	2583333	
29453	31684	32130	53550	29006	35254	41502	72292	
64260	102191	117364	195457	62475	91035	110669	147708	
27221	36147	40163	61582	2523868938	2265524984	2378657453	2409824338	
33469	45072	54442	84341	56227	93712	105315	173591	
427953	615823	937121	1200408	137890	251684	366816	392698	
272657	382435	414119	634565	176714	340488	341826	516309	
28560	46857	55781	57566	10264	20974	17404	25436	
12495	24097	16958	27221	11603	23651	21866	36146	
14280	154848	22759	33915	16512	24544	22313	32576	
14727	22759	21866	33468	42840	68722	79432	108884	
135213	295416	177607	272658	10264	16065	13833	27668	
53550	103083	99067	116917	1217785322	1757837462	1424333216	576307151	
