1257082	127181	158864	3221914	
96390	89696	50426	763977	
1274486	244991	58905	2803333	
55335	53103	36146	262840	
35253	25437	33915	122272	
65598	82556	37039	1398989	
87018	71399	37931	2276760	
20527	15619	26328	45964	
17850	8925	14726	33915	
66937	44624	17404	84787	
12941	11156	29006	51319	
9372	7586	12048	30791	
43900140	10571180	754159	74094651	
91927	18297	24544	68722	
15619	15173	16511	33023	
25882	26329	21420	60690	
13388	17850	14280	37485	
24990	24543	26328	75862	
27221	21420	23651	59351	
87911	125396	31684	45517	
9817	9817	17850	11156	
14726	9371	23651	13833	
14280	12048	23205	12049	
11603	9817	20528	12049	
11602	7140	15619	9372	
11156	10264	246329	13833	
24098	19188	27221	37485	
30791	25882	49087	57120	
9372	7140	13387	8033	
127180	20081	30345	35700	
33138858	5265285	496675	11428870	
