1806414	462759	1197285	1218258	1503858	1152214	2544955	1580166	
1303938	1514568	2087550	1093309	801909	1045561	684545	830469	
1320896	3336600	6900787	4345568	3371408	2597166	3268770	2491405	
112901	185639	264626	284261	1091078	1125439	521664	341826	
316836	186532	203489	211968	448033	313713	636797	510062	
519433	918826	1178989	1217366	772456	766655	1737246	2301303	
1146412	1085276	1217366	711320	856351	4765488	1307061	1229415	
70507	17850	22312	19635	25436	70953	59351	47302	
50426	47303	42839	40162	52657	51318	77201	76755	
77201	55781	69169	118702	178499	111116	154849	115132	
44624	43286	67384	65152	81217	82556	102191	103976	
19189	27668	43286	42840	49980	46410	70954	66491	
2608836434	2650548618	4404659905	4069230097	3371239910	2764379018	1670643187	1999667991	
62475	42394	80771	70953	89249	83449	134320	118256	
98620	90589	178499	176715	190102	120041	180284	186532	
634119	444017	584585	568074	682760	586371	1340084	936229	
163327	143246	234281	227586	252131	261948	320407	345396	
118256	114240	207059	249453	270873	272212	373510	342719	
112455	171359	300771	216877	257932	246776	446249	440894	
581908	90589	74077	51765	215092	101299	66491	48195	
11156	8925	13387	12941	15172	15173	36146	19189	
11157	8925	12941	10710	13387	12941	16957	19635	
8925	8479	12495	12049	15173	14280	28114	29452	
10710	8033	13834	11156	16065	14727	18742	15619	
11156	12049	14280	16957	17850	16512	21866	20527	
11156	9818	15173	14280	16958	17404	22313	19635	
41055	37484	45517	41501	67384	67384	129412	172251	
162434	236958	317282	294970	381989	332008	679636	607345	
20082	17403	18743	16065	18296	19635	26329	34807	
127627	123165	128965	107546	129858	120041	166451	169574	
1372101170	1326605245	1584526156	1534826124	1556243373	1847107239	1124717079	560231050	
