BIGGEST	SMALLEST	RANDOM	SIMILARITY
23327	20061	19128	252394	
26126	15862	18662	152556	
20060	14929	36389	179149	
16795	14929	20994	227668	
23793	26126	23327	299047	
17262	13996	20060	159554	
28925	20994	21461	366228	
33590	37323	20528	211805	
21927	21927	30325	349899	
23327	18195	27991	255659	
13529	15862	16329	156755	
20527	15862	18195	276653	
21461	32658	43854	852354	
35456	25659	21460	174949	
17261	13996	20061	286917	
16795	15396	16328	175416	
13063	13063	21927	150224	
16796	19128	26592	721258	
50852	20060	28458	441340	
29858	20527	20994	691400	
25660	18661	27059	221136	
20994	21460	24726	320041	
28925	58317	33590	341967	
28925	32190	25660	250994	
31724	20527	21460	167952	
11663	15396	17262	203408	
48986	56450	42921	287384	
37322	30324	91441	221603	
11663	12130	12596	145558	
9330	21460	20994	261724	
25193	18195	16796	265457	
19595	15862	20527	361095	
24260	16795	20061	377891	
22860	18195	20061	363428	
22394	17728	19128	153489	
23327	13529	22393	281785	
16328	13530	18195	281318	
22860	20061	22860	292515	
22394	15863	28925	278053	
27992	17262	23793	269189	
29858	24726	28458	264990	
18195	13529	34057	252860	
25193	14929	16796	489392	
19128	14929	24726	257993	
18661	13063	19128	278053	
16795	14463	20061	263590	
20061	13063	29392	247728	
15396	10264	16795	249594	
15862	13529	14929	255660	
17262	14463	16795	259858	
16329	11197	16329	177749	
14463	11663	14928	247262	
16328	21460	24726	419879	
19594	24259	23326	425944	
16328	13063	24726	495923	
23793	16795	28925	237465	
11197	13063	14929	148824	
10263	7931	16328	156754	
39188	26126	39655	503388	
43388	30324	21460	250528	
18194	12130	17262	246796	
16329	19594	18195	302313	
13530	10731	12130	177282	
14929	7931	18661	796837	
24727	27992	29858	413348	
25193	18194	23794	407749	
27058	22394	26592	412415	
34523	21461	24727	420812	
27525	13062	19128	176349	
16329	12596	41521	769778	
48053	35923	39188	986715	
49452	19128	20061	358297	
26592	16329	21460	200142	
20994	17728	20994	203408	
13063	10730	17262	331238	
21460	15862	26592	228134	
20994	17728	18662	218337	
17262	15395	19128	309777	
17728	13996	17262	220669	
17729	13529	22393	215537	
12596	17728	24260	297648	
20528	15396	16328	257059	
21927	15395	17728	243996	
14462	13530	20061	250994	
16328	10730	20061	246795	
22394	14462	18661	367627	
21927	16329	19128	245396	
15396	16329	19595	246329	
23793	11197	14929	189412	
11663	7931	23793	242596	
15395	11663	12596	144625	
18661	10730	13063	197343	
14929	7465	13529	145558	
40588	25659	30325	376025	
28925	20061	25193	414747	
16795	17728	23793	260325	
23793	18661	21927	273388	
24260	18661	24726	264057	
27059	21461	27525	226735	
101704	80710	43388	1633328	
52718	102170	36856	879880	
86775	58783	32658	926999	
92839	95639	34523	1152334	
69980	83976	46187	1370204	
67647	71380	49452	954525	
95173	127363	37789	887344	
78378	91440	48986	1653855	
71846	82576	112434	1710306	
79310	79777	46186	1539089	
55050	74179	35457	1635661	
50852	58783	32191	1519494	
46187	65781	33124	851421	
54585	49453	26125	947059	
75578	76045	34056	1036168	
85842	84442	34524	1120609	
56450	55984	32657	850954	
41521	110102	47120	1603004	
78844	84909	45720	1297892	
77911	88641	46187	1608602	
66715	84442	24727	1090285	
91440	73245	39189	1110346	
83509	90974	41055	921400	
61116	51318	37323	850021	
168418	238865	93306	2788461	
182880	239798	31724	2176838	
64381	75578	33124	1146269	
94240	115700	42455	993246	
72312	65314	30324	1582010	
53184	82576	35923	834159	
42921	65781	34524	798236	
109169	88174	116167	1285296	
91907	69047	46653	1034768	
72779	87242	24259	883611	
54118	83042	68580	840691	
60182	90041	42921	875214	
89574	185680	38255	1502233	
69980	63448	32190	858419	
83043	58317	44787	845356	
59717	88175	26126	851887	
76978	51318	33590	1497568	
47120	91907	33124	1498033	
79310	89574	47120	1712639	
90040	86309	29859	1257771	
47120	66247	46187	1445783	
73245	81643	41055	1600671	
98438	81643	35456	1507831	
70913	83043	35457	2773065	
170751	104036	30791	1798480	
73246	79777	31258	896674	
44320	57383	26126	816898	
53184	96572	60649	1315153	
46186	85376	32658	839291	
62982	98905	64381	956391	
58783	77911	21461	2487548	
146957	151623	41055	1642192	
82577	87241	35456	1631928	
55517	94706	17728	891076	
113367	89108	34057	1370204	
62049	127363	36856	2114789	
79777	76978	24259	1459779	
92840	67181	40588	1060893	
86308	107769	24726	1304890	
101238	271522	34990	1715905	
76512	52718	29858	833693	
119432	114300	28925	1604870	
79777	51785	31724	1358541	
139026	55518	37322	1482172	
56917	79777	23793	1379535	
79777	56450	36390	1523227	
101704	90507	22393	985782	
79311	50852	16329	1961301	
91441	90973	34990	1517629	
76977	89574	33124	1386999	
85375	108235	96106	1510164	
110101	83043	18661	1058094	
94706	93773	26126	1452314	
83043	81643	28459	919534	
48052	57383	55983	1889455	
118966	79776	27525	992314	
69513	53185	16329	1205985	
74645	90040	26125	822963	
112434	135760	49452	1621665	
118033	219737	42921	1770955	
82577	88642	34990	949393	
72312	90974	35923	1673916	
90041	88174	34056	1654322	
97505	120831	33590	1744830	
79310	90974	40122	1988359	
97505	111501	27059	2082132	
115233	88641	45253	1150467	
44787	51785	57850	875214	
39189	89574	78844	1559150	
62982	79311	15395	1467710	
70913	49452	29858	806634	
44787	48053	44320	1515762	
130162	108702	52718	2141381	
103104	154422	33124	1439251	
78844	82576	30324	1615133	
81176	90041	40588	1504099	
30325	12596	13063	217403	
20994	13996	16329	263590	
17728	11196	16795	148358	
17262	9330	11663	241197	
14929	8864	12129	227201	
14929	6065	27992	261258	
24726	12130	17728	263591	
27059	15395	24260	403550	
26592	15395	24726	351765	
23794	13996	13063	698865	
27525	11197	18195	229534	
17728	8397	20061	225802	
15395	9331	10730	230934	
17261	7931	9331	201542	
17728	10264	21927	409615	
22860	16795	20994	359230	
26126	13063	14929	242130	
21460	11663	20061	240264	
23793	13063	15862	169351	
16796	6532	7931	167952	
10730	8398	8864	135760	
9797	6064	9797	137627	
10264	6065	6531	133895	
9797	8397	36856	392820	
26593	24727	32191	459068	
41988	19594	18195	242130	
18661	14929	16328	313509	
20061	12596	10730	221603	
76977	10731	15396	185213	
13996	10730	19128	220669	
14929	12130	8398	189412	
21460	8397	10263	217404	
20061	9331	30324	589696	
39655	26126	16329	307911	
22394	12597	11663	524382	
21460	11663	17728	291582	
25192	15395	11663	296248	
24726	14929	9797	167018	
12130	7464	9797	198743	
22394	21927	15396	169818	
11663	7465	12129	188946	
14462	31258	26126	537444	
49919	20061	31724	470264	
51319	28458	30791	512252	
52251	29858	15862	199676	
19128	10264	16328	380224	
27992	10730	11197	246796	
26126	9797	16329	182880	
21927	17262	21927	175883	
21460	11663	10263	199209	
22860	15862	12596	242596	
28458	22394	22394	234665	
21460	11663	15862	243996	
18661	13996	16795	243063	
19595	11663	20528	242597	
21461	13996	21460	255659	
23326	10730	17262	236531	
20061	16328	12129	260791	
24260	14462	13996	250061	
18195	15395	12596	159554	
18195	13996	13529	158154	
13996	8398	6999	133895	
9797	6531	9798	176815	
15396	8398	12596	161420	
18661	10264	9797	156288	
9797	5598	7931	220669	
12130	6531	8398	134828	
9798	8397	7465	130163	
10263	17262	18661	332637	
24260	25192	15396	664341	
41055	19594	30325	586897	
41988	17262	22860	394686	
41988	22393	21927	174017	
11197	9797	8864	136694	
9797	7465	6532	133428	
32190	7464	7931	140892	
10264	6065	8398	134828	
21927	8864	8397	301379	
20061	11663	8865	248195	
20061	9797	13063	278053	
27525	13529	16328	160487	
17262	9797	12597	183813	
16795	6998	12130	236065	
14929	10263	12596	210872	
15395	9797	13996	198276	
15862	9331	13063	383023	
25193	15395	26126	392353	
28459	13063	13996	385355	
28459	15862	19128	390487	
32191	25193	20061	250061	
24726	15395	21461	325172	
14462	6532	15395	135761	
15862	7465	8398	141826	
10264	6065	7931	219270	
10263	8398	33124	162353	
14462	20994	16328	161886	
14929	8398	10263	155821	
16795	8864	14929	224868	
11663	13996	14462	142758	
16795	20994	10264	259392	
