1020122	95051	60243	96835	
62028	52657	125841	40162	
32576	1838540	82556	74523	
176714	164220	148601	308357	
124949	105314	173591	73185	
48641	161542	142353	132982	
181623	143245	141015	130304	
123164	160649	41948	32576	
55781	332901	194564	232941	
30345	24098	295862	66045	
35254	37038	33023	26329	
26329	99513	79879	88358	
29453	26775	31683	35253	
27221	29006	31683	32130	
36146	118256	56673	78986	
41501	37931	27222	27667	
46856	27668	35699	26329	
23205	85233	602881	1271806	
66491	20528	39270	20974	
18742	20527	20528	17404	
16957	95497	79878	56227	
24990	21866	35254	36146	
34807	36592	21420	23651	
15619	73184	57120	79432	
165111	114239	119148	136106	
105761	103529	50426	42394	
45963	283814	260609	134321	
84787	56674	57565	48641	
67384	62475	39716	39716	
43286	96836	87465	82110	
60243	49087	48641	70507	
47302	43286	42393	39270	
41055	94158	90588	79433	
70507	39269	40608	93712	
39269	40162	32130	26775	
28114	69615	64259	63814	
27221	22759	23205	20527	
20527	18743	22758	24990	
21420	41055	35253	33915	
19635	16511	16511	153956	
38824	24097	36592	27668	
24990	56673	1519473	44179	
37931	27667	16065	35253	
15172	13388	27221	22759	
24543	64260	46856	45517	
29006	23651	21420	22758	
20527	13834	35253	19635	
20528	52211	1884504	104868	
71399	59351	46856	43733	
41947	42393	30345	24097	
21420	102637	100406	83002	
70507	43286	44625	2351279	
49979	42839	34361	29006	
29899	73185	71399	66937	
41055	33023	30791	34361	
29899	29007	39716	13387	
12495	53549	53996	63367	
19635	13387	12495	12941	
14279	13388	27667	16511	
22759	69168	35253	33915	
