19882155	1389171	3928771	2251324	
2457490	2404833	1643087	1542234	
2895706	8623306	4935955	7103383	
358783	431076	635458	966127	
440893	1804629	840732	746128	
1123208	2816720	1764467	2157165	
999596	2106739	2527105	2549864	
31683	32576	35700	61583	
35699	59351	76754	1602032	
171359	481948	144584	175822	
79878	134767	189209	281583	
41501	35254	56228	62475	
2436384156	2495121612	2478725996	2453342936	
105315	110670	107546	144585	
120487	192333	192780	167343	
413226	622517	745235	1141057	
251238	403855	477040	608683	
241866	230710	285599	312374	
118702	218216	260163	498906	
137445	191887	260609	100406	
10264	14726	33469	20081	
13834	28114	19189	31684	
12049	20527	21420	245437	
20974	25882	26775	86573	
17850	49533	198134	54443	
21866	37485	39717	50426	
76309	117363	175822	198581	
249453	466776	678744	1419070	
465438	40162	55781	50873	
123611	350305	359230	1024140	
1455413976	1767616105	1591951284	984827998	
