BIGGEST	SMALLEST	RANDOM	SIMILARITY1029047	53550	56673	71400	
62921	61136	113347	28560	
24990	8553229	122718	82556	
358337	191886	164219	118256	
1186127	107992	57120	478377	
71400	124950	186532	195010	
232942	502028	113794	147708	
145923	120486	54888	49980	
58013	396714	398499	540405	
47748	37931	46410	54442	
33469	33022	28560	32130	
25882	93712	665356	89249	
25882	23205	21420	30791	
21420	24543	20081	20081	
28560	65598	38377	54442	
197688	21420	34361	28560	
27668	24098	36593	24544	
25882	79878	35254	920163	
35699	21866	20527	20527	
17850	18296	25436	17403	
25437	80325	74970	74969	
41947	40162	35700	32130	
29899	29898	29006	31683	
28560	79432	72293	72738	
138337	120933	115132	130305	
111562	630548	75416	49980	
63367	316836	282029	144138	
77201	60244	60243	48195	
53550	1730102	52211	93266	
1535538	128520	82110	80771	
62475	41947	42394	47302	
43286	42393	54443	38378	
33022	93712	90142	79878	
50872	45517	25436	24097	
20527	20081	18742	16065	
19634	64706	70954	46410	
16511	12049	11156	11603	
10710	12049	53550	25436	
33023	34807	31684	31237	
17850	16511	14726	15618	
14280	15172	24097	56674	
18742	39269	36146	33022	
25883	14280	12048	17403	
16511	14726	17403	13833	
12941	49533	37931	35699	
24544	19635	18743	12049	
11156	10263	25436	13834	
10710	28560	22312	35700	
54443	45517	44179	37484	
41501	35700	24543	24097	
28114	98621	83002	82555	
45517	41055	38378	2641340	
38823	33468	38823	26329	
24097	73185	59351	61136	
30791	24544	26775	24098	
21866	23651	21420	18743	
33468	71846	60244	74077	
24990	19635	18742	20974	
17850	17850	380650	41055	
20527	38377	33022	30345	
