BIGGEST	SMALLEST	RANDOM	SIMILARITY
1572212	357830	133895	15263992	
801036	369493	241197	20184037	
893409	369493	120365	26217695	
1381401	402617	168418	20442496	
1579678	384889	133895	27049522	
1640793	648946	199210	16065027	
863084	329838	125497	14722349	
1323085	369027	122231	17647970	
821096	342434	90040	19636329	
916735	347100	112901	15229469	
1268034	434808	198276	18567504	
829960	356430	147891	15690868	
906005	353631	101237	14829650	
1498967	621421	97505	14547399	
803368	325173	198276	18557707	
875214	324240	85376	20722881	
1186391	371360	108235	14922491	
830893	565903	170751	16158334	
823895	375092	126430	18407950	
878947	357363	117100	15211274	
869149	623287	103570	21465134	
1437385	724990	96105	20616979	
852820	323773	97039	15099773	
794504	876613	208073	21098907	
887343	353164	146024	21761849	
29391	11663	23793	268722	
18194	17261	19128	160487	
28459	13996	18195	179615	
30792	14463	31257	412414	
23327	14929	13530	162819	
17262	12597	15396	181481	
21460	24726	18662	153022	
17728	17728	20528	260325	
17728	19595	46187	249128	
18661	16795	28459	178215	
20061	19128	21461	243996	
16795	13996	15395	198276	
17728	15395	19128	176815	
98905	11197	25659	167018	
12129	10731	12596	169351	
17728	27525	27526	435741	
31258	24726	26592	323773	
27526	22860	20993	409615	
30791	27525	40588	311643	
19594	32658	23327	176815	
19127	9331	21460	185680	
26126	15396	27525	261724	
22860	16795	38722	261725	
26126	16329	26126	189412	
33124	15862	18661	246796	
16328	13996	19127	149757	
19594	11663	20061	216004	
49452	40122	134828	411947	
61115	70446	149290	499656	
24259	24726	16795	271055	
20061	9331	15395	196876	
12596	30324	33590	143226	
10263	8398	63915	542110	
50852	29858	39655	320041	
20994	16795	48052	319574	
20061	14929	22860	304179	
23793	15862	24726	309777	
23327	20528	36856	315376	
25192	11663	12130	141359	
12597	13063	17728	239331	
18194	7931	11664	224868	
19128	29858	25193	144158	
10730	7931	10264	145092	
17728	8397	15862	140893	
27991	23327	25659	287384	
28459	19595	22394	292049	
24726	19128	21461	235132	
18194	20528	21460	164219	
16328	11664	19594	235132	
14929	13996	16795	408682	
23793	18195	29858	402150	
25192	14463	25193	284118	
45254	17262	16328	248195	
14462	11663	14463	239798	
15396	10730	14462	163752	
14929	15862	51319	358763	
62982	14463	14929	241197	
16795	15862	16795	250528	
17261	12596	15395	255193	
20994	13529	37789	321441	
23793	15396	16795	174017	
19594	14929	18661	248662	
17261	16329	18194	243063	
16795	11197	22860	157688	
19594	11663	17262	173550	
15862	13063	17262	267323	
16329	12130	18195	146024	
10264	11197	19594	265456	
19128	16328	23326	250528	
16328	12130	20994	255193	
16329	14463	19594	242130	
23793	12130	17728	151623	
15862	15862	20061	247262	
33591	22394	46187	490325	
34523	29858	48520	485194	
33124	22860	23327	285517	
20528	24726	61583	506187	
45254	16795	22393	251927	
11663	8864	14929	361096	
34057	27059	40588	414280	
35456	18661	42455	434808	
34524	25659	34990	432942	
17728	16329	21461	345233	
20994	31724	37789	149290	
9798	8864	18661	229533	
20994	15862	20061	194544	
13062	11197	19594	205741	
20994	14929	24726	337769	
14462	13063	16328	241197	
29391	12597	14929	243063	
15395	8398	28459	327972	
27992	27058	26126	401684	
27059	17728	20994	411015	
28458	12597	17728	250061	
20994	18194	23793	249128	
12597	10730	15395	144625	
10730	35457	23793	300913	
16795	19128	26126	287850	
23327	20527	23793	406816	
23326	19128	23326	472597	
135761	81177	33590	2678826	
116167	124564	55984	4012641	
177282	118965	69046	1709373	
89108	59250	29858	814098	
81176	53651	36856	1853998	
76045	80710	28925	1605337	
75578	97506	65781	1087952	
76978	109635	26592	830427	
44787	87242	92373	1684181	
88641	86775	29858	1134139	
51319	86775	29858	1721503	
94706	92840	40121	961056	
87242	57850	33124	985782	
80710	90041	40588	810366	
43854	58784	22394	848622	
60649	77445	45720	1386533	
78377	58783	26592	816431	
52718	60182	36856	819230	
42921	135294	93773	1458379	
129696	91440	47586	1509230	
73246	140892	47119	1358075	
94706	115233	33123	1413591	
88175	122231	40588	1437385	
72313	57850	46187	1371604	
73712	88641	37789	820164	
107302	125031	49919	1493835	
115700	76044	45254	2297670	
131562	60650	36389	837425	
54585	44321	38723	1510631	
82577	90507	40588	1528825	
79311	88641	37323	1474708	
73712	80243	215071	904139	
91441	86309	38723	836958	
77910	58783	34523	942861	
176349	83976	26126	862151	
78844	65315	30325	1444849	
100771	91440	36389	831827	
78844	90040	36856	915336	
90507	93307	83043	1054363	
99371	105436	39655	1040367	
69980	92839	35456	1032902	
55051	116166	54118	838358	
91440	127830	82109	2427832	
86308	123165	51785	1319819	
128763	145091	41054	1118277	
48985	49452	64382	1066492	
88641	49919	27525	831360	
85842	96572	39655	1443450	
106369	52718	33124	835558	
62982	73712	50386	1340346	
97038	81643	55051	868216	
43387	69513	45253	859352	
46653	48053	34524	879879	
55984	85842	74645	914403	
78377	82576	31724	982050	
131562	51785	24260	1884323	
140426	87241	38722	1640326	
81176	83510	28459	2230023	
81643	82576	37789	1475640	
70913	81643	53651	871949	
50385	62982	34057	1165397	
82110	85375	37323	1505965	
70913	60182	45720	1435986	
123165	144159	51785	2474951	
79311	95639	44788	935396	
52718	55984	27059	804768	
94240	113833	43854	1740164	
93306	92373	19128	1031035	
94706	105902	31258	2199232	
55050	128763	38722	2057406	
103103	110568	39655	1775621	
60183	63915	18194	798703	
51785	56917	18194	1063693	
67181	81176	30791	1036634	
75578	103570	35923	830427	
58783	90507	36389	819230	
42921	54117	40588	853286	
71379	62049	41521	1143004	
161420	92840	26126	906005	
62516	60649	33124	1973430	
126430	78843	34057	1073490	
78377	95172	25193	1289494	
68113	54118	26126	849555	
84442	82109	46186	1870326	
77445	89108	32657	1511097	
102637	90974	40122	1582010	
87242	89108	39655	1809677	
54118	62515	19128	1066959	
90041	113834	28459	1797548	
72779	83975	90041	2040611	
76512	99838	73712	1147202	
86775	88641	23793	1323085	
70446	146957	29392	857019	
41054	241664	57384	4811811	
102637	161887	48986	1468176	
86775	68114	36389	1149068	
59250	113367	24259	919535	
88174	61582	27992	1102415	
47120	71846	29392	1423855	
44787	87708	19127	1391664	
21927	6998	12130	214605	
20527	13063	13996	276653	
15862	8397	11664	184280	
14463	7931	9797	131562	
13996	9798	9330	136694	
11197	6532	6531	133895	
9797	6998	11197	134362	
9797	6065	10263	138560	
10730	14463	26125	218337	
25659	11196	9797	156755	
15395	7931	12130	153955	
9797	6532	9797	178215	
18195	9797	7465	160487	
16329	7931	10730	228134	
14463	9330	13529	140426	
13996	15862	12130	232800	
16328	7465	7465	174950	
11663	19128	10264	246329	
36856	19128	19128	236065	
23327	12129	34057	242130	
22860	12596	44787	353165	
23327	10730	11197	163752	
14929	8397	6531	139026	
10264	5599	7464	141826	
10264	5132	21461	135760	
16329	5598	7931	133895	
12130	31258	33590	738054	
49453	15395	17728	280386	
21461	13529	20527	306978	
20528	13063	21461	235599	
20528	12130	17262	178216	
21461	10731	25193	301846	
14463	7465	12130	284585	
22860	12130	15862	193144	
19594	11663	11663	243529	
32658	16796	23793	658277	
32658	19594	24259	400285	
20061	9798	13530	149290	
32658	11197	11197	161420	
14929	12596	9330	159088	
18195	8398	9797	243530	
9798	6065	8864	134827	
15396	6998	9330	131562	
9797	7465	7931	396552	
27992	21461	22860	647080	
28925	15396	15396	413347	
35923	19594	18195	346634	
20060	11663	15396	164219	
37322	15862	19594	148823	
22394	13063	12130	155355	
18195	10264	29391	325639	
23326	21927	26126	330771	
23327	20994	17728	240730	
27525	20527	22393	239797	
19595	14463	23327	236532	
19594	15396	21927	241663	
18662	18661	13529	267790	
22394	11663	18195	243996	
17262	16795	23327	265923	
18194	15396	19594	254260	
26593	14463	21927	257526	
23793	15862	22394	285985	
18195	9797	14462	236532	
21460	18195	22860	327039	
27992	12130	17262	254726	
16795	11196	18662	246796	
25659	18195	15862	228600	
22394	10730	12596	254726	
18661	16329	16328	241663	
22393	18662	15862	190345	
26126	12130	14929	141826	
10263	9331	14463	133428	
14929	8864	13063	162353	
14929	10263	16796	158621	
17261	10264	12130	222069	
14929	7932	22393	160020	
13996	8397	10264	246329	
14929	6532	7464	135294	
15395	7464	13530	133428	
9797	5132	14463	323306	
21927	14463	14929	435274	
26126	10264	15396	250061	
26125	14463	16795	356430	
23327	12130	16796	348500	
21927	12597	13063	345700	
14929	13062	10264	208540	
12130	6998	49452	241663	
9797	6531	8397	143692	
17728	27059	25659	409149	
39189	25193	21927	689534	
13063	6998	13996	142292	
16328	9331	54584	187545	
19128	10263	9331	226268	
15396	6064	10263	130629	
17262	8864	9797	145091	
14463	7464	8864	241197	
17729	7464	8864	136227	
9331	19128	18195	381623	
34523	34057	20061	403083	
28458	21460	23793	407282	
