468060211	2090228	1765805	2609214	
1079475	2339681	1714933	1607833	
3885485	9698318	7967320	10051301	
195010	269534	406532	361908	
242759	462314	573430	829129	
2076394	1223613	1670308	1819355	
717567	1939396	2832339	3366052	
43286	62921	61136	65599	
53104	78986	105761	105761	
127627	178053	346289	380650	
186086	175376	176268	225356	
47303	78093	112009	84341	
2466671487	2754851167	2577954254	2138590051	
176714	441339	88804	89250	
60243	126288	111562	155741	
372618	786290	755052	1299475	
167343	221786	265518	427506	
150386	191887	249453	387790	
121825	221786	219554	826452	
135659	61137	138783	110224	
11157	14726	49534	36592	
15173	16512	17404	23205	
11156	24097	27221	37485	
19189	22759	30791	43732	
19189	26329	27667	27668	
14280	15173	20528	35253	
36592	35700	91927	152171	
216430	171805	192333	822436	
18742	24097	24544	30791	
108438	203490	230264	341826	
1311981236	1912125196	1527439819	1071290872	
59797	78094	114686	167790	
96836	159757	184747	200365	
281137	1183005	1273593	2083981	
103976	87465	102638	165558	
106653	144585	168236	224909	
313266	480163	539961	1008967	
340042	551563	603328	967020	
10710	26328	30345	34361	
16065	23651	36146	59351	
53104	85233	107992	180285	
65598	51318	66937	76309	
22313	39716	112008	39270	
2332090532	2642097118	3681305848	2763910012	
36593	47303	54888	83003	
59351	102637	133875	201705	
534159	552010	633672	1100448	
143692	256147	257486	498906	
121380	407425	277567	1705115	
179392	335579	323084	330670	
20974	32130	66491	45071	
8479	13834	14280	17850	
8032	13388	14280	18296	
8925	21420	23651	43287	
12049	21420	21420	30345	
14726	22759	24990	34808	
13388	24097	25882	35700	
41055	77201	91035	111116	
140122	210183	199920	271319	
19635	88357	33469	56674	
67384	166897	124950	146816	
2060198920	1766596427	1700963094	3813607812	
72739	240081	103084	280690	
134767	235173	319067	347627	
441340	1115175	1814893	2187957	
252577	145031	174037	240974	
162881	149493	274442	307466	
458744	852335	861706	1153998	
584585	600650	655985	1359719	
20081	25882	33915	43286	
74077	104422	73185	70061	
57566	87911	133875	169575	
53550	91928	107099	124057	
22312	28114	47302	57120	
2713084541	2887493173	3106523974	2211448148	
32130	52211	133428	114240	
61136	100406	116918	148154	
1391402	707304	647506	1095094	
119594	196349	233388	296755	
109777	188317	256146	257039	
105761	236512	233388	529251	
24098	27221	42393	62475	
10264	17404	13387	16065	
6694	9372	11602	13833	
8033	10710	12049	12941	
7140	11602	16511	29899	
36146	20081	18296	22758	
12495	12049	15172	24543	
37485	56227	96836	120934	
123611	209737	280244	342272	
10710	16957	16957	22312	
107100	95943	107992	112454	
1557269745	1522494494	1506269345	827613766	
87911	112454	130751	211076	
139675	238297	288723	286046	
514971	1977773	1381139	2616355	
59351	89250	128966	139230	
100853	144139	161988	312374	
387344	1018785	1252173	713105	
377526	768886	669373	1373106	
25882	35254	23205	37485	
16511	19189	22759	33469	
49534	95051	115132	119148	
34361	57120	64260	68722	
11157	16511	18742	21420	
2046763271	2504092098	2290810762	2089701745	
31237	37039	79878	60243	
63813	113348	98175	155741	
442232	603328	637689	944708	
188763	221340	330670	361908	
109777	240974	218215	344951	
118255	288723	319960	588602	
37931	59351	60690	120933	
21866	21867	14280	20528	
10264	17403	25882	12941	
15618	10264	11602	12942	
7140	35254	9817	14726	
7140	11156	13387	16064	
7586	12049	24990	14280	
29006	45963	50872	50426	
73631	157079	180285	187871	
8925	10710	11156	12942	
49979	95944	114686	224017	
1413009214	1520389985	1435794661	761496700	
64260	70061	83895	108438	
89696	152617	185193	145477	
258378	795661	998258	2660087	
80771	72739	91927	114686	
101298	141461	161096	289169	
446694	492659	536390	819759	
380650	613592	684099	1180774	
9371	12495	14280	15172	
12049	16065	18296	24990	
29006	43286	52657	64706	
29006	145923	111562	53996	
8925	14280	15172	16958	
2390044375	3190488749	2777606716	2226208262	
27221	33914	49979	68722	
54888	120933	104423	139675	
441340	578338	679190	1046899	
137891	339595	298540	370386	
178053	314605	415457	649291	
170467	366817	374849	780043	
33915	40163	40608	35254	
10264	10264	10710	12941	
11603	13387	14280	17404	
11602	12048	15172	15619	
7140	9817	11156	14280	
7586	11156	12495	13833	
28113	11156	11602	15619	
24990	42393	55334	70508	
83448	182962	170021	240974	
7586	11602	12495	16065	
53104	99067	105314	139676	
1157677884	1404678201	1378172381	578362126	
61582	115132	78094	105315	
79432	145477	181177	190994	
327992	1098218	1687265	1573919	
82556	111562	159311	256146	
138337	191887	228925	199919	
321299	752375	669819	1003613	
428845	584586	656432	1290997	
10264	33914	34362	17850	
15172	18296	21420	26775	
28113	48195	56673	59351	
33915	54443	50872	62029	
9372	12941	15619	18743	
1817819952	2163729459	2099825784	1695538051	
29006	32576	38824	53996	
47749	84787	95943	116024	
366816	555133	660447	869738	
120487	182962	263733	340487	
103976	171805	215538	269534	
97282	174483	236958	303449	
17403	39717	31238	26329	
5801	8032	8925	9371	
8032	9371	11156	11603	
7140	10264	11157	12495	
6694	8925	14726	17404	
8925	11156	11157	13834	
8033	10263	10710	22759	
38824	58012	63367	53103	
73185	122272	182069	188317	
7140	9817	9818	11602	
47303	82110	114686	98621	
1207917876	1365395394	1377715868	495585710	
