3194246	1118745	2432501	2129944	
1427549	1740816	1710917	1585074	
2911772	9904039	16994035	6657135	
214199	303895	480610	509616	
354321	464099	4318346	854120	
1159800	800123	891604	1660491	
672051	899637	1107142	1609172	
44179	55781	81217	77647	
72738	93712	78540	102191	
135660	155294	243652	274443	
215092	167343	177161	209737	
127627	94158	68722	373510	
3371518816	2531060679	3223352718	2211506160	
145031	136998	83448	132089	
107992	127627	142354	166004	
431076	644829	1450307	2515949	
336471	514078	608237	672943	
244991	236512	281136	447587	
138783	218216	225355	374403	
155295	107992	157972	89696	
10264	14280	16065	19189	
10710	17850	18742	35254	
13834	17403	18743	26329	
10264	15619	25882	35700	
16065	31238	24990	29452	
12495	19188	21419	26328	
66491	69615	166451	190548	
250346	539069	480609	562273	
24990	31683	26774	29006	
95944	314605	254362	273104	
1319485351	1640549528	1463258578	779027125	
61583	92374	145923	206167	
102191	164666	204829	234726	
320852	791198	1066088	1372661	
53550	72739	107099	130305	
92819	133428	149047	228925	
317729	483734	469007	910347	
341826	593510	616715	982193	
11602	16512	19635	32130	
16958	21866	33469	67830	
69615	105761	103083	112455	
42394	59351	66045	93265	
15172	20974	23651	35254	
2339130548	2190847979	2387518163	2989574743	
54888	69169	78540	119595	
87464	154848	175376	804140	
611806	864829	1004505	1743493	
206167	388236	1520368	908115	
196795	419473	2508363	615377	
172252	349859	375741	5769547	
47302	56227	73631	92373	
22312	28560	45517	37931	
16958	33915	45518	46856	
17404	25882	29006	40609	
14280	27221	28560	223570	
29452	32576	32576	40162	
19189	26775	27221	40609	
42840	59797	79879	136106	
136106	256592	176268	489089	
16065	27221	28559	35253	
86572	185639	198134	340041	
1708970576	2350733454	1581475601	644096311	
