1441829	109777	87465	1134364	
61582	50426	32130	166450	
384667	750590	81218	1163816	
26775	40162	58905	70953	
22758	18743	17404	133874	
70061	58458	72292	223570	
70061	78986	36146	360122	
12049	13834	15619	281583	
9817	7140	12941	29006	
61136	22313	17404	91034	
13834	10710	14280	61136	
9371	6694	13388	24097	
34285717	14574476	841624	67058651	
123164	14280	20528	33914	
14280	12048	15619	40608	
15619	22312	31238	82110	
19635	24097	32576	51319	
22759	14726	16065	64706	
16065	17404	16958	41501	
60690	92820	16957	26775	
10264	8925	17403	10710	
8924	6248	17850	11603	
12048	8479	16511	8033	
6247	8032	18742	12495	
8478	8478	18743	10710	
8479	8033	29453	11156	
36592	20082	38824	49534	
124057	24544	30792	62921	
8479	9817	13387	8032	
51318	23205	30791	36592	
36827549	5821311	328885	10095925	
