RANDOM	SIMILARITY
31724	934930	
14462	878480	
20528	1456512	
15862	1693044	
21927	876147	
23793	1524626	
20528	903206	
16329	901806	
41055	1802679	
21460	883612	
14462	975052	
14929	958723	
25660	1687446	
14929	976451	
30791	1637527	
16795	944260	
13996	1087486	
16328	1270833	
33591	1130873	
22860	1037567	
21461	920934	
25659	902273	
21927	927466	
13529	974119	
16329	1731766	
32191	1720570	
16795	1637527	
10730	146958	
11663	228601	
10731	149757	
20061	256126	
12596	245863	
13996	139493	
6998	153489	
10731	158620	
7931	141826	
7465	137627	
6065	144159	
6998	137627	
6532	169817	
25193	1007242	
31257	538844	
25660	745518	
30791	520183	
27525	335903	
13529	208073	
13530	365294	
22393	383023	
12130	375092	
12129	212738	
14462	355031	
12130	208073	
8865	210873	
6998	208073	
9331	212272	
9330	257059	
13529	211339	
6065	211806	
10263	152555	
6065	153489	
23793	177749	
18195	246796	
17262	256593	
15396	269189	
11197	285984	
10264	257525	
13996	258459	
15395	254260	
20994	1629129	
14462	160020	
8398	148824	
9330	246329	
11663	238864	
14462	163753	
13063	235132	
11197	176816	
8398	162353	
10730	140893	
14929	169351	
12130	174483	
7932	169818	
10263	138093	
9798	153022	
5132	164686	
5598	182414	
4665	141359	
6998	143691	
6531	161886	
6065	144159	
4666	136228	
10731	150223	
6531	148357	
8397	162353	
23793	150223	
7464	188479	
8864	489858	
16329	508053	
22860	710528	
22860	757181	
36389	294848	
9330	171217	
5598	291582	
12130	173083	
7465	193610	
11197	170751	
7931	173083	
5598	165619	
7931	186613	
6532	229534	
6065	167018	
4665	169351	
7931	198276	
9331	199676	
12130	319575	
14929	139027	
6531	164219	
10263	155821	
9797	254260	
10264	275720	
9331	267789	
15862	260791	
7931	157221	
13996	236065	
8864	194077	
5599	243530	
5598	139493	
6065	137627	
