RANDOM	SIMILARITY
0.14	0.0	
0.0	0.0	
0.14	0.0	
0.0	0.0	
0.14	0.0	
0.0	0.0	
0.0	0.0	
0.14	0.0	
0.28	0.0	
0.0	0.0	
0.14	0.0	
0.0	0.0	
0.14	0.0	
0.14	0.0	
0.14	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.28	0.0	
0.0	0.0	
0.0	0.0	
0.14	0.0	
0.28	0.0	
0.0	0.0	
0.0	0.0	
0.14	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.42	0.0	
0.0	0.0	
0.0	0.0	
0.28	0.0	
0.0	0.0	
0.14	0.0	
0.14	0.0	
0.28	0.0	
0.0	0.0	
0.14	0.0	
0.0	0.0	
0.0	0.0	
0.14	0.0	
0.0	0.0	
0.0	0.0	
0.14	0.0	
0.14	0.0	
0.14	0.0	
0.14	0.0	
0.28	0.0	
0.28	0.0	
0.14	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.28	0.0	
0.14	0.0	
0.0	0.0	
0.0	0.0	
0.14	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.14	0.0	
0.0	0.0	
0.0	0.0	
0.42	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.14	0.0	
0.14	0.0	
0.14	0.0	
0.14	0.0	
0.14	0.0	
0.14	0.0	
0.28	0.0	
0.14	0.0	
0.0	0.0	
0.14	0.0	
0.0	0.0	
0.14	0.0	
0.0	0.0	
0.0	0.0	
0.14	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.14	0.0	
0.0	0.0	
0.14	0.0	
0.28	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.14	0.0	
0.28	0.0	
0.0	0.0	
0.0	0.0	
0.28	0.0	
0.14	0.0	
0.2	0.0	
0.0	0.0	
0.2	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.2	0.0	
