BIGGEST	SMALLEST	RANDOM	SIMILARITY
2688624	56136854	
548642	20198034	
521116	19340081	
416613	21037791	
435274	19315355	
434807	24961324	
183814	36323243	
207140	18157889	
130629	17683427	
90508	19507567	
114767	18327707	
142759	16734967	
206673	19243509	
1162597	17396509	
127363	16956570	
182414	22899720	
432475	17194968	
118032	17849978	
126897	22115946	
110568	16815677	
126897	20420103	
59250	17071336	
128296	22428989	
184280	24922602	
152089	19035436	
107303	15233201	
101238	23963412	
99838	17440830	
98905	15483262	
158154	17458091	
65315	16137806	
94706	16801214	
152089	22895988	
78844	15663809	
154888	14846913	
127363	19216450	
94239	15149692	
79310	14805858	
338235	19025172	
126430	15694135	
92373	17228558	
128296	14934153	
114300	14657967	
104969	21276189	
171217	15920869	
93307	15094641	
80244	17136651	
104503	15093241	
130629	15220604	
93773	23548665	
87242	15614358	
108236	21034058	
146957	15249530	
107303	14435431	
118499	16572147	
77911	14832449	
103570	15275189	
62981	24996781	
97039	16387867	
86309	15106304	
114300	16497036	
119899	15401152	
182881	18855355	
93307	15297116	
136227	14886567	
96572	20968278	
208074	15555574	
97038	14910361	
132495	27454938	
123164	15919470	
102637	15490260	
339635	15489793	
107769	25302826	
81176	16149936	
107769	19879859	
90040	14928089	
177282	21768380	
204341	20346390	
192211	21565438	
141825	27212807	
102170	15502856	
90041	15947928	
94239	21766514	
115234	15549043	
160487	14640705	
126430	18162555	
133429	14968210	
93306	15188414	
254726	18037991	
90507	15702066	
88174	19306024	
73713	15497724	
97505	14960279	
108702	17622311	
96572	15642349	
86308	16978497	
106836	18114035	
127363	15193079	
77911	14622044	
78844	27058852	
49453	261258	
36389	153023	
26593	166085	
24260	150223	
22860	201075	
16795	151623	
18195	199676	
23326	176816	
20527	177749	
26126	154422	
21461	161420	
31258	257992	
19128	154889	
47587	160953	
61582	304179	
39655	275720	
34523	194544	
19128	180082	
19594	301847	
27059	182414	
41055	172617	
34057	179615	
20527	206207	
22394	247261	
22394	291115	
46187	175882	
20528	155356	
35923	202942	
19594	245396	
30791	775843	
26126	368094	
37323	714727	
51786	376025	
440873	371360	
23326	383956	
31258	243996	
22394	385822	
29392	509919	
30791	265457	
26126	271522	
17261	256126	
22860	467931	
43854	792638	
52252	397952	
27991	390954	
24259	390954	
24259	396552	
25659	243063	
21461	388622	
26592	390021	
23326	290650	
23794	183814	
15862	179615	
19595	163753	
19594	333104	
23327	273854	
23793	167952	
27992	281785	
24259	276187	
17262	170284	
17729	169351	
30791	216937	
26592	288783	
20994	327506	
22860	269656	
25193	246796	
37789	284118	
23327	273854	
30325	183814	
757181	292516	
20061	282719	
22393	345700	
19128	315375	
19128	148357	
13063	154422	
14462	186146	
22394	164219	
19128	1209251	
1356675	308378	
18662	251928	
20994	260792	
17262	186612	
17262	169351	
19128	209473	
15862	273855	
28458	247728	
20061	160021	
21460	162354	
34524	385822	
25659	481461	
23793	248662	
17262	190812	
31258	205274	
13529	150689	
14462	270122	
17262	260792	
11663	156755	
21927	147891	
16329	147891	
11663	232800	
52251	1674383	
40122	914403	
22394	873814	
41055	976452	
31258	884545	
135761	927466	
38256	852820	
37789	1061360	
30325	905072	
27525	880346	
46187	868683	
21461	885944	
31725	852821	
21927	938196	
28458	1875458	
34990	955457	
23793	974119	
34057	872415	
28459	882212	
20527	1035701	
54117	2295804	
71379	1862862	
47586	1686979	
43854	1647790	
46187	5224224	
48520	1631928	
50852	990447	
47586	1348744	
48519	1099616	
36390	1146269	
20061	864950	
22860	848621	
89574	810832	
43854	1068359	
29392	876613	
29858	1572213	
46186	1477506	
49919	850021	
27992	816898	
26126	820630	
44320	1615600	
476796	2411037	
34523	952658	
54117	892942	
34057	850021	
24260	889210	
20994	886411	
25193	1550752	
30791	916735	
27992	877080	
27059	1208784	
57850	1443450	
37322	870082	
54118	2547731	
38722	1203652	
27058	1030102	
40589	1532091	
21461	861684	
21460	862151	
18661	849555	
17262	1811543	
47586	1558683	
46653	1877791	
31724	1333349	
38722	1310488	
23793	843956	
22393	816898	
33124	1459312	
31724	1548419	
31257	3433675	
26592	1633328	
35456	1586676	
38722	953591	
19594	968054	
43387	1531624	
29858	1579211	
31724	970853	
30325	1334281	
41522	1459778	
26125	881279	
37790	1935174	
41055	1656188	
50852	1735032	
36856	1993025	
37323	1756493	
42455	1581076	
29392	1596006	
27992	1222314	
47119	1600205	
44320	1621665	
33124	1178460	
28925	929332	
17262	894342	
15862	857486	
36389	1592274	
23326	1672050	
33123	1170996	
47119	1056228	
41988	1264768	
21927	1031503	
22394	144624	
8398	236532	
15396	139026	
21461	158154	
16795	252861	
22394	248662	
11664	195010	
11197	153956	
14929	153489	
12130	152555	
11197	138560	
9798	230467	
7465	153489	
7932	132961	
15396	134361	
7931	277587	
10730	139493	
9331	255660	
7931	145558	
24259	374159	
11664	239797	
10730	227667	
10263	154422	
10730	545375	
9798	172617	
12597	139960	
8397	152090	
7464	136228	
7464	180081	
6531	175416	
5132	145558	
8864	139493	
10264	135760	
21460	235599	
16796	364828	
21927	414747	
23326	382090	
25659	140892	
14462	164686	
13529	141359	
12596	237931	
17262	235599	
13996	247262	
13996	254260	
16795	248662	
9797	259859	
17262	319108	
16329	240264	
11663	258458	
17262	145092	
9798	162819	
15862	262657	
15862	247728	
45254	300446	
20061	279453	
16795	242597	
12130	254726	
13529	226735	
10730	261258	
14929	257059	
15396	254260	
12130	187079	
27058	255193	
19128	264524	
12597	175416	
18195	264990	
10263	263124	
22393	251928	
20061	423611	
18661	236532	
16329	247262	
20994	303246	
17728	258925	
13996	247728	
8864	271522	
83042	273388	
16795	246795	
14929	241663	
13062	248662	
19595	240731	
13529	241663	
15862	279919	
15395	283185	
17262	247262	
9797	269189	
17728	280852	
19594	262658	
19595	258926	
48520	379757	
14929	247262	
20061	247728	
9797	272455	
13063	174483	
11197	192678	
14929	196410	
25193	170751	
13530	133895	
6064	181481	
10730	133428	
12596	136227	
