4132261	2672136	1361058	2337003	
1220044	3489217	2534245	3800698	
3302239	6127437	7530443	16135006	
186532	385113	548439	464545	
407425	1041098	1136594	1879152	
445356	964343	961666	1365966	
154402	333348	405640	541299	
220000	495782	691239	719353	
1891647	6139933	6433565	15117113	
221785	999151	738541	673389	
302111	902314	782274	1493594	
518987	488642	357445	654200	
550671	1100449	824221	1273593	
224909	414119	687669	594403	
410548	1198177	996472	1843452	
986209	504707	512740	992010	
1942074	537729	367262	489088	
114686	161096	206167	174929	
135213	169128	225355	500244	
387790	387344	244098	303895	
